stage,trial,mean_q50_validation_rmse_scaled,std_q50_validation_rmse_scaled,QCONV_LR,QCONV_BATCH_SIZE,QCONV_EPOCHS,QCONV_PATIENCE,CONV_FILTERS,QCONV_WEIGHT_DECAY,GRID_SIZE,NEIGHBOURHOOD_RADIUS
interface,0,0.3805276496031388,0.03176351196651134,0.0001,64,40,10,64,0.0,5,0.1
interface,1,0.3605308267905808,0.028713011067357408,0.0001,64,40,10,64,0.0,8,0.1
interface,2,0.3537519016003561,0.026103779680029277,0.0001,64,40,10,64,0.0,11,0.1
interface,3,0.36718994620047896,0.027483072384363427,0.0001,64,40,10,64,0.0,5,0.2
interface,4,0.3398241871348012,0.024712866720236648,0.0001,64,40,10,64,0.0,8,0.2
interface,5,0.3276570152808002,0.019940173936134287,0.0001,64,40,10,64,0.0,11,0.2
interface,6,0.36459403969393483,0.022767864074857924,0.0001,64,40,10,64,0.0,5,0.3
interface,7,0.3329433981781057,0.022945502946329882,0.0001,64,40,10,64,0.0,8,0.3
interface,8,0.31843441198789935,0.014915313338064312,0.0001,64,40,10,64,0.0,11,0.3
