target_index,lead,time_index,truth,q05,q50,q95
63,1,496,-0.7395002841949463,-1.903334140777588,-0.9370784759521484,-0.06115233898162842
63,2,497,-0.22784815728664398,-1.8915064334869385,-0.9134829044342041,-0.03794032335281372
63,3,498,-0.8751733899116516,-1.896498203277588,-0.8924181461334229,-0.03379470109939575
63,4,499,-0.8859894275665283,-1.8676559925079346,-0.841133713722229,-0.027627170085906982
63,5,500,-0.5754443407058716,-1.8037192821502686,-0.8271506428718567,0.016398847103118896
64,1,496,-1.057044267654419,-2.8227219581604004,-1.85666823387146,-1.1024826765060425
64,2,497,-0.8812401294708252,-2.6914124488830566,-1.7525367736816406,-0.996514081954956
64,3,498,-1.0298854112625122,-2.7845773696899414,-1.9485832452774048,-1.0913867950439453
64,4,499,-1.4112334251403809,-2.701369285583496,-1.8462270498275757,-1.0163767337799072
64,5,500,-1.3539162874221802,-2.8984923362731934,-2.062037944793701,-1.2211756706237793
65,1,496,-0.3767092823982239,-1.8103821277618408,-0.7448390126228333,-0.07140809297561646
65,2,497,-0.25041013956069946,-1.8530700206756592,-0.8714585304260254,-0.16590213775634766
65,3,498,-0.8371354341506958,-2.026097059249878,-1.1185084581375122,-0.5021859407424927
65,4,499,-0.7615823745727539,-2.1682119369506836,-1.3388118743896484,-0.6407159566879272
65,5,500,-0.8447773456573486,-2.364210844039917,-1.491938829421997,-0.7971049547195435
66,1,496,0.2583237290382385,-0.8970743417739868,-0.21083524823188782,0.5728100538253784
66,2,497,0.3755638599395752,-0.8393014669418335,-0.055815499275922775,0.5730351805686951
66,3,498,0.31341761350631714,-0.7532790899276733,-0.1108577772974968,0.6762748956680298
66,4,499,-0.22958439588546753,-0.6323288679122925,0.0005928119644522667,0.6645079851150513
66,5,500,-0.3487333059310913,-0.5260458588600159,0.13973353803157806,0.924595296382904
67,1,496,0.5109087228775024,-0.16377538442611694,0.6719990968704224,1.5513819456100464
67,2,497,0.38678282499313354,-0.09921836853027344,0.799486517906189,1.621828317642212
67,3,498,0.35800057649612427,0.028250396251678467,0.9196005463600159,1.7299399375915527
67,4,499,0.12585559487342834,-0.05995678901672363,0.8181658387184143,1.6505613327026367
67,5,500,0.8302847146987915,-0.013799190521240234,0.9609598517417908,1.8614134788513184
68,1,496,0.19490273296833038,-0.6332257986068726,0.18358096480369568,1.0182042121887207
68,2,497,0.4298558235168457,-0.6287986636161804,0.12230068445205688,0.9941990375518799
68,3,498,-0.15054039657115936,-0.5929749011993408,0.17168644070625305,0.9840437173843384
68,4,499,-0.6392304301261902,-0.5264413356781006,0.208794504404068,1.0525001287460327
68,5,500,-0.12309630215167999,-0.5350812673568726,0.24149703979492188,1.091483235359192
69,1,496,-0.7242932915687561,-1.555781602859497,-0.7117141485214233,0.1247563362121582
69,2,497,0.21747983992099762,-1.663701057434082,-0.8149027228355408,0.03948330879211426
69,3,498,-0.5506663918495178,-1.57110595703125,-0.7438943386077881,0.03412759304046631
69,4,499,-1.019606351852417,-1.6304512023925781,-0.8390916585922241,0.15898948907852173
69,5,500,-0.4933592975139618,-1.5215232372283936,-0.6751422882080078,0.3772571086883545
70,1,496,-1.3282452821731567,-2.8730759620666504,-1.8634918928146362,-0.8851239085197449
70,2,497,-1.9321331977844238,-2.9410762786865234,-1.7957744598388672,-0.9007240533828735
70,3,498,-1.1873314380645752,-2.8863208293914795,-1.7390217781066895,-0.8299850821495056
70,4,499,-1.495349407196045,-2.811166763305664,-1.6990991830825806,-0.8228871822357178
70,5,500,-1.8193793296813965,-2.7205121517181396,-1.62990403175354,-0.7532259821891785
71,1,496,-0.45768725872039795,-2.733558177947998,-1.6913163661956787,-0.9731731414794922
71,2,497,-1.0775021314620972,-2.5945076942443848,-1.6523534059524536,-0.8701257109642029
71,3,498,-0.8964493870735168,-2.4581716060638428,-1.5305404663085938,-0.7356786131858826
71,4,499,-0.8002914190292358,-2.3095898628234863,-1.3880516290664673,-0.6034625172615051
71,5,500,-0.9913873672485352,-2.2055952548980713,-1.3130416870117188,-0.49169987440109253
72,1,496,0.7109476923942566,-0.8095260858535767,-0.06836932897567749,0.8466353416442871
72,2,497,0.0028388425707817078,-0.7930325865745544,0.008344761095941067,0.8334025740623474
72,3,498,-0.15442439913749695,-0.7794382572174072,0.017317837104201317,0.8746063709259033
72,4,499,-0.3166213929653168,-0.7994092106819153,-0.0057574184611439705,0.8733894228935242
72,5,500,-0.1027023047208786,-0.7490144968032837,0.03320959210395813,0.9826458692550659
73,1,496,0.08443373441696167,-0.6431387066841125,0.09474585950374603,0.9235644340515137
73,2,497,-0.46044015884399414,-0.6233361959457397,0.09266075491905212,0.8763689994812012
73,3,498,0.422105610370636,-0.49517494440078735,0.16076500713825226,1.0008922815322876
73,4,499,-0.2271794080734253,-0.5142163038253784,0.1476660519838333,0.9159607291221619
73,5,500,-0.05233930051326752,-0.6353181600570679,0.06974358856678009,0.8864308595657349
74,1,496,1.2077797651290894,0.5211551785469055,1.4265586137771606,2.18623685836792
74,2,497,1.6562209129333496,0.5212199091911316,1.3973392248153687,2.2173585891723633
74,3,498,1.241661548614502,0.5377970337867737,1.3086979389190674,2.1195175647735596
74,4,499,1.7958366870880127,0.4778022766113281,1.1519402265548706,1.978211522102356
74,5,500,1.458777666091919,0.32729190587997437,0.9745998978614807,1.8225233554840088
75,1,496,1.1122057437896729,-0.34940552711486816,0.44720375537872314,1.2651288509368896
75,2,497,1.0006338357925415,-0.2612276077270508,0.45993417501449585,1.3036707639694214
75,3,498,1.3584206104278564,-0.38088828325271606,0.4837944507598877,1.2988882064819336
75,4,499,0.41798460483551025,-0.31579214334487915,0.37553322315216064,1.2199352979660034
75,5,500,0.41645070910453796,-0.3823305070400238,0.3766839802265167,1.184693694114685
76,1,496,0.568196713924408,-0.02857506275177002,1.0893105268478394,1.6949626207351685
76,2,497,0.5456148386001587,-0.03935801982879639,1.0453227758407593,1.5455584526062012
76,3,498,0.1757006049156189,-0.10117202997207642,0.9910313487052917,1.530635118484497
76,4,499,-0.010356403887271881,-0.18661177158355713,0.8814841508865356,1.4636332988739014
76,5,500,0.38234370946884155,-0.28472697734832764,0.8258355855941772,1.6002280712127686
77,1,496,-0.38590627908706665,-0.7891107201576233,-0.006358884274959564,0.8728842735290527
77,2,497,-0.2606891393661499,-0.8109896779060364,-0.00998321920633316,0.7690795063972473
77,3,498,-0.30912238359451294,-1.018921971321106,-0.1349111646413803,0.5989217758178711
77,4,499,-0.1970553994178772,-1.0883628129959106,-0.21260468661785126,0.5030942559242249
77,5,500,0.39194270968437195,-1.4185529947280884,-0.4879355728626251,0.3073655664920807
78,1,496,0.2014627307653427,-0.4238574504852295,0.6555600166320801,1.5342150926589966
78,2,497,0.34368085861206055,-0.4026804566383362,0.6835765242576599,1.5571393966674805
78,3,498,0.30076462030410767,-0.4041842818260193,0.6074132323265076,1.4483144283294678
78,4,499,-0.40954238176345825,-0.38778042793273926,0.6278243064880371,1.539339542388916
78,5,500,-0.0811913013458252,-0.572482705116272,0.40423843264579773,1.3204617500305176
79,1,496,-0.5461152791976929,-1.5609817504882812,-0.8662875890731812,-0.13493186235427856
79,2,497,-0.43063414096832275,-1.594177007675171,-0.8441644310951233,-0.10343682765960693
79,3,498,-0.8033344149589539,-1.444051742553711,-0.8267008662223816,-0.03922468423843384
79,4,499,-1.705094337463379,-1.4341199398040771,-0.7255496978759766,0.008873403072357178
79,5,500,-0.19114530086517334,-1.5707911252975464,-0.7252827286720276,0.013943970203399658
80,1,496,-2.3645071983337402,-2.7664883136749268,-1.7139281034469604,-0.9858477711677551
80,2,497,-2.7112462520599365,-2.7067031860351562,-1.7042946815490723,-0.9902981519699097
80,3,498,-2.4770894050598145,-2.6830215454101562,-1.6761751174926758,-0.9538379311561584
80,4,499,-2.545055389404297,-2.922245502471924,-1.8149242401123047,-1.0121572017669678
80,5,500,-2.253962278366089,-2.9502649307250977,-1.8621420860290527,-1.0989444255828857
81,1,496,-1.5406842231750488,-2.4347121715545654,-1.4323004484176636,-0.6729429960250854
81,2,497,-1.8612651824951172,-2.436830759048462,-1.399469256401062,-0.6475741863250732
81,3,498,-1.4628933668136597,-2.4387459754943848,-1.463176965713501,-0.5789521336555481
81,4,499,-1.797358512878418,-2.4260048866271973,-1.3832091093063354,-0.6480829119682312
81,5,500,-2.2498912811279297,-2.412418842315674,-1.3095791339874268,-0.5806323885917664
82,1,496,-0.20811526477336884,-0.8452019095420837,-0.018157700076699257,0.7424646019935608
82,2,497,-0.6631301641464233,-0.8284414410591125,0.05633954331278801,0.7500205039978027
82,3,498,0.17451760172843933,-0.7361503839492798,0.11438678205013275,0.8268421292304993
82,4,499,-0.5294983983039856,-0.6165338158607483,0.26629722118377686,0.9481176137924194
82,5,500,0.06872369349002838,-0.5843809247016907,0.3538820743560791,1.1975942850112915
83,1,496,0.08627372980117798,-1.9745019674301147,-0.840874433517456,0.16868817806243896
83,2,497,-0.3668941855430603,-1.8737934827804565,-0.7958258390426636,0.20437848567962646
83,3,498,-0.3246253728866577,-1.8665211200714111,-0.8365541100502014,0.12898916006088257
83,4,499,-0.9933163523674011,-1.9315338134765625,-0.8558375239372253,0.13864058256149292
83,5,500,-0.7626763582229614,-2.180788993835449,-1.020594596862793,-0.027001798152923584
84,1,496,-1.039109230041504,-1.384244441986084,-0.37844568490982056,0.5145226716995239
84,2,497,-1.210815191268921,-1.4482431411743164,-0.4020903706550598,0.45390981435775757
84,3,498,-0.7046223878860474,-1.538738489151001,-0.4358772337436676,0.3797896206378937
84,4,499,-0.9630463719367981,-1.7192738056182861,-0.6333991885185242,0.15832483768463135
84,5,500,-0.560454249382019,-1.8749632835388184,-0.7669692635536194,0.04572427272796631
85,1,496,-0.19216327369213104,-1.13068687915802,-0.14652204513549805,0.7346718311309814
85,2,497,-0.1286301612854004,-1.1915297508239746,-0.18978507816791534,0.6511961221694946
85,3,498,0.1615425944328308,-1.2834416627883911,-0.266483873128891,0.5164408683776855
85,4,499,0.41077759861946106,-1.1880836486816406,-0.2490781992673874,0.5243586897850037
85,5,500,0.5543386936187744,-1.3079955577850342,-0.284900039434433,0.5045793056488037
86,1,496,-0.9773922562599182,-1.9518088102340698,-0.9622917175292969,-0.10918831825256348
86,2,497,-0.8879011273384094,-1.9940769672393799,-0.9444079399108887,-0.15997350215911865
86,3,498,-0.9942224025726318,-2.096640110015869,-1.02077317237854,-0.14583122730255127
86,4,499,-1.671905517578125,-2.0285329818725586,-1.0697088241577148,-0.17079561948776245
86,5,500,-1.4700373411178589,-1.9286186695098877,-0.9554596543312073,-0.07846426963806152
87,1,496,2.0622806549072266,1.005059838294983,1.7348178625106812,2.6663198471069336
87,2,497,1.898789882659912,0.8731814622879028,1.5605533123016357,2.514645576477051
87,3,498,2.2536017894744873,0.8063361048698425,1.5099530220031738,2.42160964012146
87,4,499,2.4494056701660156,0.6439817547798157,1.3684288263320923,2.240609884262085
87,5,500,2.7932496070861816,0.496185302734375,1.2503609657287598,2.1860525608062744
88,1,496,0.3230557441711426,-0.8298351764678955,0.02622411772608757,0.8825299143791199
88,2,497,-0.10624516010284424,-0.8981112241744995,0.013820587657392025,1.0430800914764404
88,3,498,-0.22464941442012787,-1.0017433166503906,0.04410500079393387,1.1050211191177368
88,4,499,-0.9989413619041443,-0.9114202260971069,0.029433269053697586,1.1035882234573364
88,5,500,-0.8507843017578125,-1.038488745689392,0.0028959058690816164,1.0422767400741577
89,1,496,0.667191743850708,-0.23560947179794312,0.5814959406852722,1.445934772491455
89,2,497,0.5702598690986633,-0.3584787845611572,0.5244101285934448,1.3394213914871216
89,3,498,0.2069265991449356,-0.40980854630470276,0.4900815784931183,1.261367678642273
89,4,499,-0.03550440073013306,-0.4487743675708771,0.3938398063182831,1.1454576253890991
89,5,500,0.9491087198257446,-0.6508169174194336,0.21998918056488037,1.0483098030090332
90,1,496,0.7918997406959534,-1.3508001565933228,-0.26731717586517334,0.5162869691848755
90,2,497,-0.19914816319942474,-1.249910831451416,-0.15670830011367798,0.6658648252487183
90,3,498,0.2553545832633972,-1.1275634765625,-0.07096576690673828,0.7113775610923767
90,4,499,-0.08982940018177032,-0.9939751029014587,0.0784265547990799,0.8214789032936096
90,5,500,-0.3138422966003418,-0.9115272760391235,0.12110867351293564,0.8363585472106934
91,1,496,0.6767436861991882,-0.26694315671920776,0.785312831401825,1.5386919975280762
91,2,497,0.2041008472442627,-0.21911948919296265,0.824746310710907,1.5840537548065186
91,3,498,0.49093061685562134,-0.1564071774482727,0.8641443848609924,1.5717318058013916
91,4,499,0.6557546257972717,-0.11122238636016846,0.8888559341430664,1.5342682600021362
91,5,500,0.6968357563018799,-0.2723485231399536,0.7283912897109985,1.5256158113479614
92,1,496,1.1772347688674927,-0.06498438119888306,0.7979416251182556,1.527032494544983
92,2,497,0.11524683982133865,0.047962844371795654,0.9692721366882324,1.792736291885376
92,3,498,1.5637426376342773,0.13817787170410156,1.094180703163147,1.7695379257202148
92,4,499,0.7314655780792236,0.18463391065597534,1.160676121711731,1.8332674503326416
92,5,500,0.9891196489334106,0.21560633182525635,1.2393205165863037,1.9984102249145508
93,1,496,0.3213907480239868,-0.9549729228019714,0.1289331167936325,0.8260042667388916
93,2,497,-0.519361138343811,-1.009514570236206,0.07241648435592651,0.7822117209434509
93,3,498,-0.06012339890003204,-1.09154212474823,-0.019326122477650642,0.7553421854972839
93,4,499,0.5665085911750793,-1.0982531309127808,-0.004308639094233513,0.7107686400413513
93,5,500,0.9728386402130127,-1.2182053327560425,-0.09154489636421204,0.6127161979675293
94,1,496,-1.4052332639694214,-2.3345489501953125,-1.3397705554962158,-0.5458611249923706
94,2,497,-1.4676971435546875,-2.2863473892211914,-1.3167771100997925,-0.5501627922058105
94,3,498,-0.7875193953514099,-2.30592679977417,-1.409506916999817,-0.558700680732727
94,4,499,-0.7833433747291565,-2.4663286209106445,-1.5340657234191895,-0.69166499376297
94,5,500,0.09273869544267654,-2.590331554412842,-1.6364659070968628,-0.8145301342010498
95,1,496,-0.009786270558834076,-0.4911878705024719,0.555992066860199,1.30860435962677
95,2,497,-0.34045517444610596,-0.4173700213432312,0.5682621002197266,1.3025128841400146
95,3,498,0.08893760293722153,-0.5474109053611755,0.5218167901039124,1.1677851676940918
95,4,499,-0.4697633981704712,-0.7935507297515869,0.19886845350265503,0.9639744162559509
95,5,500,0.017091698944568634,-0.8489694595336914,0.11059799790382385,0.9703960418701172
96,1,496,0.21528972685337067,0.05908668041229248,0.7646763920783997,1.8018853664398193
96,2,497,0.558215856552124,-0.05284816026687622,0.6696176528930664,1.6866101026535034
96,3,498,1.0669406652450562,-0.1346592903137207,0.5935819745063782,1.5437078475952148
96,4,499,0.5008766055107117,-0.4249168038368225,0.6511014103889465,1.5516407489776611
96,5,500,1.1364716291427612,-0.6277962327003479,0.48570817708969116,1.4183472394943237
97,1,496,-0.2064562737941742,-1.5220613479614258,-0.5772191286087036,0.21922516822814941
97,2,497,0.09700983762741089,-1.4800515174865723,-0.533471405506134,0.18929338455200195
97,3,498,0.09741359949111938,-1.6030824184417725,-0.637274980545044,0.10453957319259644
97,4,499,-0.11478140950202942,-1.6517963409423828,-0.6862375736236572,-0.07445770502090454
97,5,500,-0.23468729853630066,-1.6411044597625732,-0.6841084361076355,-0.026153206825256348
98,1,496,-0.8278642892837524,-1.203235387802124,-0.4454774260520935,0.30162298679351807
98,2,497,-0.2648751735687256,-1.3002052307128906,-0.5185562968254089,0.28228461742401123
98,3,498,-0.048809394240379333,-1.332024335861206,-0.5878531336784363,0.19197261333465576
98,4,499,-0.6186463832855225,-1.43442964553833,-0.6187053918838501,0.11629486083984375
98,5,500,-0.49482032656669617,-1.5773608684539795,-0.7815359234809875,-0.022140681743621826
99,1,496,0.8776637315750122,-0.10021376609802246,0.9310251474380493,1.6077439785003662
99,2,497,1.51007080078125,-0.26088184118270874,0.7052362561225891,1.3249709606170654
99,3,498,0.7108045816421509,-0.44482821226119995,0.46508193016052246,1.093517780303955
99,4,499,0.30321159958839417,-0.6827962398529053,0.20311924815177917,0.8664758205413818
99,5,500,0.8340237140655518,-0.7940059900283813,0.12433979660272598,0.8514256477355957
