seed,MSPE,MPIW,Coverage_percent
41,0.3057218198228985,1.7114175105690956,86.8
42,0.32630506837176215,1.7397261490821838,85.8
43,0.3481314119523921,1.7380612575411796,83.8
44,0.36239494281042917,1.7942884073257446,85.0
45,0.3036714793387295,1.6891979219913482,88.6
