input_chunk_length,output_chunk_length,kernel_size,n_epochs,use_covariates,use_revin,batch_size,lr,weight_decay,const_init,Split,RMSE,MSE,MAE,R2
48,24,19,30,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.736522548,3.015510559,1.273840427,0.933559239
48,24,25,80,FALSE,TRUE,32,0.0003,1.00E-06,TRUE,TEST,1.736524951,3.015518904,1.271623969,0.934950173
36,24,31,80,FALSE,TRUE,16,0.0003,0.0001,TRUE,TEST,1.736537033,3.015560865,1.286924839,0.9308303
48,24,19,30,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.737009951,3.017203569,1.257324934,0.934272766
60,24,25,80,FALSE,TRUE,32,0.0003,0,TRUE,TEST,1.737091206,3.017485857,1.271998525,0.931892693
48,24,25,80,FALSE,TRUE,32,0.0003,0,TRUE,TEST,1.73717232,3.017767668,1.272093654,0.934912324
60,24,25,30,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.737184466,3.017809868,1.27620852,0.931226194
36,24,31,80,FALSE,TRUE,16,0.0003,1.00E-05,TRUE,TEST,1.737666949,3.019486427,1.287919641,0.930531383
60,24,31,80,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.737732327,3.01971364,1.258373976,0.931741238
36,24,31,80,FALSE,TRUE,16,0.0003,1.00E-06,TRUE,TEST,1.737936333,3.020422697,1.288104653,0.93048209
36,24,31,80,FALSE,TRUE,16,0.0003,0,TRUE,TEST,1.737969806,3.020539045,1.288130641,0.930476069
48,24,31,50,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.74035192,3.028824806,1.285122395,0.934439242
36,24,25,30,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.740364181,3.028867483,1.286512852,0.936395288
60,24,31,30,FALSE,TRUE,64,0.0003,0.0001,FALSE,TEST,1.740615478,3.029742241,1.257503867,0.936396837
36,24,31,30,FALSE,TRUE,32,0.0003,0,TRUE,TEST,1.740618149,3.029751539,1.28564024,0.934808195
36,24,31,30,FALSE,TRUE,32,0.0003,1.00E-06,TRUE,TEST,1.740627463,3.029783964,1.285648704,0.934807837
36,24,31,30,FALSE,TRUE,32,0.0003,1.00E-05,TRUE,TEST,1.740708001,3.030064344,1.285726905,0.934803009
48,24,25,50,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.741333551,3.032242537,1.277610421,0.935329139
36,24,25,30,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.741338343,3.032259226,1.287592053,0.936276555
36,24,25,30,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.741422477,3.032552242,1.287693381,0.936262906
36,24,31,30,FALSE,TRUE,32,0.0003,0.0001,TRUE,TEST,1.74147238,3.032726049,1.286407471,0.934758067
48,24,25,30,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.741827684,3.03396368,1.275494218,0.932281792
60,24,31,80,FALSE,TRUE,64,0.001,1.00E-06,TRUE,TEST,1.741897148,3.034205675,1.261400461,0.931092322
60,24,31,80,FALSE,TRUE,64,0.001,0,TRUE,TEST,1.742389616,3.035921574,1.261759996,0.931016564
60,24,19,50,FALSE,TRUE,64,0.001,0,TRUE,TEST,1.742678723,3.036929131,1.281396031,0.932572722
60,24,19,50,FALSE,TRUE,64,0.001,1.00E-06,TRUE,TEST,1.742741176,3.037146807,1.281432748,0.932573378
60,24,31,80,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.742933105,3.037815809,1.279509068,0.934466779
36,24,25,80,FALSE,TRUE,16,0.0003,0.0001,TRUE,TEST,1.743283256,3.039036512,1.290783286,0.930543363
60,24,19,50,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.743313276,3.039141178,1.281772614,0.932578564
48,24,19,80,FALSE,TRUE,32,0.0003,1.00E-05,FALSE,TEST,1.743807736,3.040865421,1.282419682,0.934012294
60,24,31,50,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.743979042,3.041462898,1.27892983,0.933386862
36,24,31,80,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.744736795,3.044106483,1.264815569,0.935164571
48,24,19,80,FALSE,TRUE,32,0.0003,1.00E-06,FALSE,TEST,1.744963005,3.044895887,1.283591747,0.933887184
60,24,25,50,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.74499969,3.045023918,1.278532147,0.932919323
48,24,19,30,FALSE,TRUE,64,0.0003,0.0001,FALSE,TEST,1.745075928,3.045289993,1.288890243,0.933448255
48,24,19,80,FALSE,TRUE,32,0.0003,0,FALSE,TEST,1.745098265,3.045367956,1.283726811,0.933872819
48,24,19,30,FALSE,TRUE,32,0.0003,1.00E-05,FALSE,TEST,1.745432479,3.046534538,1.281009197,0.932939053
36,24,25,80,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.745775983,3.047733784,1.262228489,0.935454845
48,24,19,30,FALSE,TRUE,32,0.0003,1.00E-06,FALSE,TEST,1.746389821,3.049877405,1.281774759,0.932872832
36,24,31,50,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.746421083,3.049986601,1.282319188,0.929216862
48,24,19,30,FALSE,TRUE,32,0.0003,0,FALSE,TEST,1.746498761,3.050257921,1.28186214,0.932865441
48,24,19,80,FALSE,TRUE,32,0.0003,0,TRUE,TEST,1.746579369,3.050539494,1.273232222,0.935171604
48,24,19,80,FALSE,TRUE,32,0.0003,1.00E-06,TRUE,TEST,1.746596091,3.050597906,1.273226261,0.935175478
48,24,19,80,FALSE,TRUE,32,0.0003,1.00E-05,TRUE,TEST,1.74675907,3.05116725,1.273205519,0.935209095
48,24,31,50,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.746769921,3.051205158,1.290677905,0.933443546
48,24,25,50,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.746870922,3.051558018,1.282913327,0.932665884
60,24,31,30,FALSE,TRUE,64,0.0003,1.00E-05,FALSE,TEST,1.747383137,3.053347826,1.262236834,0.936005533
60,24,31,50,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.747386343,3.053359032,1.28285265,0.932653666
48,24,31,50,FALSE,TRUE,64,0.001,1.00E-06,TRUE,TEST,1.747645156,3.054263592,1.291353345,0.933324575
48,24,31,50,FALSE,TRUE,64,0.001,0,TRUE,TEST,1.747701771,3.054461479,1.291409612,0.933312535
60,24,31,50,FALSE,TRUE,64,0.001,1.00E-06,TRUE,TEST,1.747747129,3.054620028,1.283360958,0.932555854
60,24,31,50,FALSE,TRUE,64,0.001,0,TRUE,TEST,1.747788803,3.054765701,1.283420086,0.93254447
60,24,31,30,FALSE,TRUE,64,0.0003,1.00E-06,FALSE,TEST,1.74808861,3.055813789,1.262725353,0.935964584
60,24,31,30,FALSE,TRUE,64,0.0003,0,FALSE,TEST,1.748167304,3.056088924,1.262779713,0.935959995
60,24,19,30,FALSE,TRUE,16,0.001,0.0001,TRUE,TEST,1.748222606,3.056282282,1.277266383,0.931455314
48,24,19,80,FALSE,TRUE,32,0.0003,0.0001,TRUE,TEST,1.748374388,3.056813002,1.2733109,0.935483158
48,24,25,50,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.748972591,3.058905125,1.284402013,0.932515621
48,24,25,50,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.74952596,3.060841084,1.31053853,0.931564808
36,24,25,50,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.750113347,3.062896729,1.282525301,0.928386092
60,24,19,80,FALSE,TRUE,64,0.0003,0.0001,FALSE,TEST,1.750301676,3.063555956,1.268190742,0.936856449
60,24,19,50,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.750363789,3.063773394,1.285788059,0.932555437
48,24,19,30,FALSE,TRUE,64,0.0003,1.00E-05,FALSE,TEST,1.750376661,3.063818455,1.29334271,0.933119893
48,24,19,30,FALSE,TRUE,64,0.0003,1.00E-06,FALSE,TEST,1.750929586,3.065754414,1.293801904,0.933085382
48,24,19,30,FALSE,TRUE,64,0.0003,0,FALSE,TEST,1.750991745,3.06597209,1.293853164,0.933081686
60,24,25,80,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.751472399,3.067655563,1.285470724,0.933378696
36,24,25,80,FALSE,TRUE,16,0.0003,1.00E-05,TRUE,TEST,1.75167215,3.068355322,1.29679656,0.930245996
60,24,25,50,FALSE,TRUE,64,0.0003,0.0001,FALSE,TEST,1.751844048,3.068957567,1.267618656,0.935336709
36,24,31,50,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.751955234,3.069347143,1.287490487,0.92849952
36,24,19,80,FALSE,TRUE,16,0.0003,0.0001,TRUE,TEST,1.752544801,3.071413279,1.295753598,0.930044174
36,24,31,50,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.752837061,3.072437763,1.288229108,0.928389132
36,24,31,50,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.752939072,3.072795391,1.288313866,0.928376913
48,24,31,30,FALSE,TRUE,32,0.001,0.0001,FALSE,TEST,1.752991912,3.072980642,1.280002117,0.931595564
36,24,31,50,FALSE,TRUE,64,0.001,1.00E-05,FALSE,TEST,1.754342414,3.077717304,1.290512681,0.927257895
60,24,19,80,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.754915826,3.079729557,1.297115326,0.930539489
36,24,25,80,FALSE,TRUE,16,0.0003,1.00E-06,TRUE,TEST,1.755099971,3.08037591,1.299460292,0.930114269
36,24,19,50,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.755212854,3.080772161,1.282173276,0.928653479
36,24,25,80,FALSE,TRUE,16,0.0003,0,TRUE,TEST,1.755590433,3.082097769,1.29984808,0.930094242
48,24,19,50,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.755905066,3.0832026,1.288349867,0.931895673
48,24,19,50,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.75593487,3.083307266,1.288356662,0.931901753
48,24,19,50,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.756352543,3.084774256,1.288459301,0.931948006
36,24,31,50,FALSE,TRUE,64,0.001,1.00E-06,FALSE,TEST,1.75670287,3.086004972,1.292302132,0.927126229
36,24,19,80,FALSE,TRUE,16,0.0003,1.00E-05,TRUE,TEST,1.756899652,3.086696386,1.300398707,0.92972064
36,24,31,50,FALSE,TRUE,64,0.001,0,FALSE,TEST,1.756968045,3.086936712,1.292504072,0.927111149
36,24,19,80,FALSE,TRUE,16,0.0003,1.00E-06,TRUE,TEST,1.757630606,3.089265347,1.301075459,0.929671168
36,24,19,80,FALSE,TRUE,16,0.0003,0,TRUE,TEST,1.757718503,3.089574337,1.301161528,0.929665327
48,24,31,50,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.758122599,3.090995073,1.311416745,0.932157874
60,24,25,30,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.758429254,3.092073441,1.287863612,0.934318244
60,24,25,50,FALSE,TRUE,64,0.0003,1.00E-05,FALSE,TEST,1.758875547,3.093643188,1.274610996,0.934905648
60,24,25,50,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.759118032,3.09449625,1.293739319,0.930280328
60,24,25,50,FALSE,TRUE,64,0.0003,1.00E-06,FALSE,TEST,1.759736428,3.096672297,1.275494218,0.934843004
60,24,25,50,FALSE,TRUE,64,0.0003,0,FALSE,TEST,1.759834923,3.097018957,1.275594711,0.934835672
36,24,25,50,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.760129089,3.098054409,1.292238593,0.929069042
60,24,31,50,FALSE,TRUE,64,0.0003,0.0001,FALSE,TEST,1.76030226,3.098664045,1.270707607,0.934995353
48,24,25,50,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.76071497,3.100117207,1.30344069,0.932703733
60,24,31,30,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.760924708,3.100855827,1.288483024,0.934254587
48,24,31,50,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.761092589,3.101447105,1.291347384,0.934129715
48,24,31,50,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.761187827,3.10178256,1.291402578,0.934137642
60,24,19,80,FALSE,TRUE,64,0.0003,1.00E-05,FALSE,TEST,1.761751906,3.103769779,1.277687907,0.936131954
48,24,31,50,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.762137894,3.105129957,1.291994929,0.934196413
60,24,19,80,FALSE,TRUE,64,0.0003,1.00E-06,FALSE,TEST,1.763022742,3.108249187,1.278714657,0.936049581
60,24,19,80,FALSE,TRUE,64,0.0003,0,FALSE,TEST,1.763165406,3.108752251,1.278829217,0.936040282
60,24,25,50,FALSE,TRUE,64,0.001,1.00E-06,TRUE,TEST,1.763600024,3.110285044,1.297957182,0.929672241
48,24,19,50,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.76364646,3.110448837,1.291791439,0.932354033
60,24,25,50,FALSE,TRUE,64,0.001,0,TRUE,TEST,1.764174414,3.112311363,1.298487663,0.929597616
36,24,31,80,FALSE,TRUE,64,0.001,1.00E-05,FALSE,TEST,1.764425562,3.113197565,1.280074,0.933028638
60,24,19,30,FALSE,TRUE,16,0.001,1.00E-05,TRUE,TEST,1.765788653,3.118009567,1.287166476,0.929502666
60,24,19,30,FALSE,TRUE,64,0.0003,0.0001,FALSE,TEST,1.766695896,3.12121439,1.281257749,0.935374022
36,24,31,80,FALSE,TRUE,64,0.001,1.00E-06,FALSE,TEST,1.767159462,3.122852564,1.282297373,0.932719111
48,24,25,30,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.767442359,3.123852491,1.298156619,0.929127753
36,24,31,80,FALSE,TRUE,64,0.001,0,FALSE,TEST,1.767473452,3.123962402,1.282550693,0.932683349
36,24,25,80,FALSE,TRUE,64,0.001,1.00E-05,FALSE,TEST,1.767610632,3.124447346,1.27974081,0.932639539
60,24,19,30,FALSE,TRUE,16,0.001,1.00E-06,TRUE,TEST,1.768461262,3.127455235,1.288820386,0.929229677
60,24,25,30,FALSE,TRUE,32,0.0003,1.00E-05,FALSE,TEST,1.768748803,3.128472328,1.296034813,0.933770895
60,24,19,30,FALSE,TRUE,16,0.001,0,TRUE,TEST,1.768771583,3.128552914,1.289011955,0.929198086
48,24,25,30,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.769733342,3.1319561,1.296881676,0.932766438
60,24,19,50,FALSE,TRUE,64,0.0003,0.0001,FALSE,TEST,1.76977827,3.132115126,1.283314347,0.934643686
60,24,25,30,FALSE,TRUE,32,0.0003,1.00E-06,FALSE,TEST,1.770008015,3.132928371,1.297074795,0.93369925
60,24,25,30,FALSE,TRUE,32,0.0003,0,FALSE,TEST,1.770150723,3.13343358,1.297194242,0.933691204
60,24,31,50,FALSE,TRUE,64,0.0003,1.00E-05,FALSE,TEST,1.770868533,3.135975361,1.278974891,0.934439182
60,24,31,30,FALSE,TRUE,32,0.0003,1.00E-05,FALSE,TEST,1.771095578,3.136779547,1.296144724,0.933711231
48,24,31,30,FALSE,TRUE,32,0.001,1.00E-05,FALSE,TEST,1.771107424,3.136821508,1.294830441,0.929646671
48,24,31,50,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.771110386,3.136831999,1.298532248,0.934521556
36,24,25,50,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.771292174,3.137475967,1.298704624,0.929385662
36,24,19,50,FALSE,TRUE,64,0.001,1.00E-05,FALSE,TEST,1.771699836,3.138920307,1.295526028,0.927648783
36,24,25,50,FALSE,TRUE,64,0.001,1.00E-05,FALSE,TEST,1.771737448,3.139053583,1.297747016,0.928036571
48,24,25,30,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.771991762,3.139954805,1.302355289,0.92850709
60,24,31,50,FALSE,TRUE,64,0.0003,1.00E-06,FALSE,TEST,1.771998153,3.139977455,1.279859185,0.934378028
36,24,31,30,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.772082647,3.140276909,1.309787035,0.935102522
60,24,31,50,FALSE,TRUE,64,0.0003,0,FALSE,TEST,1.772124624,3.140425682,1.27995801,0.934371173
60,24,19,30,FALSE,TRUE,64,0.0003,1.00E-05,FALSE,TEST,1.772151935,3.14052248,1.285155654,0.935053408
60,24,31,30,FALSE,TRUE,32,0.0003,1.00E-06,FALSE,TEST,1.772192295,3.140665531,1.296978354,0.933651447
60,24,31,30,FALSE,TRUE,32,0.0003,0,FALSE,TEST,1.772314313,3.141098022,1.297071338,0.933644712
48,24,25,30,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.772558524,3.14196372,1.302877665,0.928430498
60,24,19,30,FALSE,TRUE,64,0.0003,1.00E-06,FALSE,TEST,1.772716426,3.142523527,1.285556197,0.935020387
60,24,19,30,FALSE,TRUE,64,0.0003,0,FALSE,TEST,1.772778964,3.142745256,1.285599947,0.935016692
60,24,31,80,FALSE,TRUE,16,0.0003,0.0001,TRUE,TEST,1.773212301,3.144281864,1.29709971,0.929156721
48,24,31,30,FALSE,TRUE,32,0.001,1.00E-06,FALSE,TEST,1.773352062,3.144777536,1.296602488,0.929395318
36,24,31,50,FALSE,TRUE,32,0.001,0.0001,FALSE,TEST,1.773390446,3.144913673,1.301295161,0.928164065
36,24,25,80,FALSE,TRUE,64,0.001,1.00E-06,FALSE,TEST,1.773595526,3.145641088,1.284567833,0.93188858
48,24,31,30,FALSE,TRUE,32,0.001,0,FALSE,TEST,1.773607221,3.145682573,1.296802878,0.929366469
36,24,19,50,FALSE,TRUE,64,0.001,1.00E-06,FALSE,TEST,1.773637332,3.145789385,1.297093511,0.927528024
36,24,25,50,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.773856832,3.14656806,1.29912138,0.929659247
36,24,19,50,FALSE,TRUE,64,0.001,0,FALSE,TEST,1.773857101,3.146569014,1.297270298,0.927514255
36,24,25,50,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.774208405,3.147815466,1.299171448,0.929694653
36,24,25,80,FALSE,TRUE,64,0.001,0,FALSE,TEST,1.774397804,3.148487568,1.285211086,0.931791246
36,24,31,80,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.7746379,3.149339676,1.314124703,0.929147899
36,24,25,50,FALSE,TRUE,64,0.001,1.00E-06,FALSE,TEST,1.774827522,3.150012732,1.299854159,0.928016722
36,24,25,30,FALSE,TRUE,64,0.001,0,TRUE,TEST,1.774938276,3.150405884,1.321204066,0.932520092
36,24,31,30,FALSE,TRUE,32,0.001,0.0001,FALSE,TEST,1.774939283,3.15040946,1.312189221,0.933219671
36,24,25,30,FALSE,TRUE,64,0.001,1.00E-06,TRUE,TEST,1.775160637,3.151195288,1.321362734,0.932510614
36,24,25,50,FALSE,TRUE,64,0.001,0,FALSE,TEST,1.775196363,3.151322126,1.300097823,0.928014219
60,24,25,80,FALSE,TRUE,16,0.0003,0.0001,TRUE,TEST,1.776247059,3.155053616,1.300884843,0.928027093
48,24,25,30,FALSE,TRUE,64,0.001,1.00E-05,FALSE,TEST,1.776742284,3.156813145,1.302654624,0.93250227
36,24,25,30,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.777091073,3.158052683,1.322741985,0.932427645
60,24,19,50,FALSE,TRUE,64,0.0003,1.00E-05,FALSE,TEST,1.777967608,3.161168814,1.289140224,0.934214354
48,24,25,30,FALSE,TRUE,64,0.001,1.00E-06,FALSE,TEST,1.778095732,3.161624432,1.303658009,0.93241334
48,24,25,30,FALSE,TRUE,64,0.001,0,FALSE,TEST,1.778253209,3.162184477,1.303776979,0.932402253
60,24,19,50,FALSE,TRUE,64,0.0003,1.00E-06,FALSE,TEST,1.778832384,3.164244652,1.289752245,0.934167922
48,24,31,50,FALSE,TRUE,64,0.001,1.00E-05,FALSE,TEST,1.778923925,3.164570332,1.328789234,0.930032432
60,24,19,50,FALSE,TRUE,64,0.0003,0,FALSE,TEST,1.778929688,3.164590836,1.289820552,0.934162736
60,24,25,50,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.779125084,3.165286064,1.279086947,0.932739735
48,24,25,30,FALSE,TRUE,32,0.001,0.0001,FALSE,TEST,1.779254867,3.165747881,1.299105167,0.929537892
60,24,25,80,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.780101205,3.1687603,1.294273257,0.927571952
60,24,19,80,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.780346089,3.169632196,1.320288181,0.926017582
60,24,31,80,FALSE,TRUE,32,0.0003,1.00E-05,FALSE,TEST,1.780639276,3.170676231,1.309307218,0.930387735
60,24,31,50,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.78084486,3.171408415,1.279051304,0.932645261
48,24,31,50,FALSE,TRUE,64,0.001,1.00E-06,FALSE,TEST,1.781464748,3.173616648,1.330880642,0.929778874
60,24,25,80,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.78171279,3.174500465,1.293481588,0.931260884
48,24,25,50,FALSE,TRUE,32,0.001,0.0001,FALSE,TEST,1.781731992,3.174568892,1.312658191,0.933222294
48,24,31,50,FALSE,TRUE,64,0.001,0,FALSE,TEST,1.781752867,3.174643278,1.331114173,0.929750144
48,24,25,50,FALSE,TRUE,64,0.001,1.00E-05,FALSE,TEST,1.78217071,3.176132441,1.338611722,0.928267241
48,24,25,50,FALSE,TRUE,32,0.001,1.00E-05,FALSE,TEST,1.782509342,3.177339554,1.315174222,0.930965483
36,24,25,30,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.782889498,3.178694963,1.314013004,0.935105145
48,24,19,50,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.78297468,3.178998709,1.336802959,0.929430544
60,24,19,50,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.783193164,3.179777861,1.306722283,0.925775886
60,24,19,80,FALSE,TRUE,64,0.001,1.00E-06,TRUE,TEST,1.783440698,3.180660725,1.323291183,0.925473452
60,24,19,80,FALSE,TRUE,64,0.001,0,TRUE,TEST,1.783794125,3.181921482,1.323635459,0.925411761
36,24,19,50,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.784189576,3.183332443,1.315730929,0.92582202
60,24,31,80,FALSE,TRUE,32,0.0003,1.00E-06,FALSE,TEST,1.785469145,3.187900066,1.313202381,0.929855049
60,24,31,80,FALSE,TRUE,32,0.0003,0,FALSE,TEST,1.786020483,3.189869165,1.313647866,0.929794073
60,24,19,30,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.78729027,3.194406509,1.300686359,0.933966517
48,24,25,50,FALSE,TRUE,64,0.001,1.00E-06,FALSE,TEST,1.787350831,3.194622993,1.342616677,0.927745342
36,24,25,80,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.787609927,3.19554925,1.323087931,0.928303063
48,24,25,50,FALSE,TRUE,64,0.001,0,FALSE,TEST,1.787964063,3.196815491,1.343091011,0.927683234
36,24,31,80,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.788280799,3.197948217,1.332768202,0.924373448
36,24,31,80,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.788520231,3.198804617,1.332992077,0.924205601
36,24,31,80,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.788543693,3.19888854,1.333016515,0.924185932
60,24,31,80,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.78887572,3.200076342,1.298443556,0.931160271
48,24,19,50,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.789579558,3.202594995,1.342579007,0.928517401
36,24,25,30,FALSE,TRUE,64,0.001,0.0001,TRUE,TEST,1.790332527,3.205290556,1.33234024,0.931863427
36,24,25,80,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.790476012,3.205804348,1.333705425,0.925294936
48,24,19,50,FALSE,TRUE,64,0.001,1.00E-06,TRUE,TEST,1.79051283,3.205936193,1.34344101,0.928401411
48,24,19,50,FALSE,TRUE,64,0.001,0,TRUE,TEST,1.790599579,3.206246853,1.343536735,0.928388834
60,24,19,50,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.790654636,3.206444025,1.285322666,0.933912277
36,24,31,30,FALSE,TRUE,16,0.0003,1.00E-05,FALSE,TEST,1.791060752,3.207898617,1.324294567,0.933992982
36,24,19,50,FALSE,TRUE,32,0.001,1.00E-05,TRUE,TEST,1.791639845,3.209973335,1.317405343,0.925907671
36,24,31,80,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.791887078,3.210859299,1.333343148,0.925414264
48,24,31,30,FALSE,TRUE,64,0.001,0.0001,FALSE,TEST,1.7920633,3.21149087,1.319203377,0.930210173
60,24,31,30,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.792112657,3.211667776,1.300423741,0.933434844
36,24,19,50,FALSE,TRUE,32,0.001,1.00E-06,TRUE,TEST,1.792576633,3.213330984,1.317648888,0.925928473
36,24,19,50,FALSE,TRUE,32,0.001,0,TRUE,TEST,1.792683697,3.213714838,1.317676187,0.925931156
36,24,19,30,FALSE,TRUE,32,0.0003,0.0001,FALSE,TEST,1.793115747,3.215264082,1.322272539,0.929910421
36,24,31,30,FALSE,TRUE,16,0.0003,1.00E-06,FALSE,TEST,1.793197318,3.215556622,1.325903654,0.933865368
48,24,25,50,FALSE,TRUE,32,0.001,1.00E-06,FALSE,TEST,1.79326692,3.215806246,1.322777867,0.930000544
48,24,19,80,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.793277157,3.215842962,1.312623143,0.930454016
36,24,31,30,FALSE,TRUE,16,0.0003,0,FALSE,TEST,1.79343729,3.216417313,1.326083422,0.933851004
36,24,25,50,FALSE,TRUE,32,0.001,0.0001,FALSE,TEST,1.793834735,3.217843056,1.31437695,0.927529395
60,24,31,50,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.793972158,3.218336105,1.30842793,0.929576874
48,24,25,50,FALSE,TRUE,64,0.001,1.00E-05,TRUE,TEST,1.794277736,3.219432592,1.3293401,0.929884493
60,24,19,80,FALSE,TRUE,16,0.0003,0,TRUE,TEST,1.794533772,3.220351458,1.333322167,0.925368786
60,24,19,80,FALSE,TRUE,16,0.0003,1.00E-06,TRUE,TEST,1.794552305,3.220417976,1.333329439,0.925393283
36,24,25,80,FALSE,TRUE,32,0.001,0.0001,TRUE,TEST,1.794679113,3.220873117,1.337745547,0.925739288
60,24,25,30,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.7947551,3.221145868,1.300792336,0.932729483
60,24,19,80,FALSE,TRUE,16,0.0003,1.00E-05,TRUE,TEST,1.794803387,3.221319199,1.333550453,0.925602019
48,24,25,50,FALSE,TRUE,32,0.001,0,FALSE,TEST,1.795011333,3.222065687,1.324133158,0.929861605
60,24,25,50,FALSE,TRUE,16,0.0003,0.0001,FALSE,TEST,1.795442558,3.223613977,1.313017368,0.928576231
60,24,19,30,FALSE,TRUE,32,0.0003,1.00E-05,FALSE,TEST,1.795722525,3.224619389,1.306543469,0.933555961
36,24,31,30,FALSE,TRUE,32,0.001,1.00E-05,FALSE,TEST,1.796102872,3.225985527,1.328285575,0.931828678
60,24,25,50,FALSE,TRUE,32,0.0003,1.00E-05,FALSE,TEST,1.796118204,3.226040602,1.294658542,0.931226015
60,24,19,30,FALSE,TRUE,32,0.0003,1.00E-06,FALSE,TEST,1.7966187,3.227838755,1.307158351,0.933511376
60,24,19,30,FALSE,TRUE,32,0.0003,0,FALSE,TEST,1.796718226,3.228196383,1.307227015,0.93350631
60,24,25,30,FALSE,TRUE,32,0.001,0.0001,FALSE,TEST,1.796757304,3.228336811,1.311725736,0.930330753
