input_chunk_length,output_chunk_length,kernel_size,n_epochs,use_covariates,use_revin,Split,RMSE,MSE,MAE,R2
60,12,25,200,True,False,TEST,2.4555716978187916,6.029832363128662,1.7832568883895874,0.8799735903739929
60,12,25,200,True,True,VAL,2.4291052411940965,5.900552272796631,1.8373675346374512,0.8377475738525391
60,12,25,200,True,True,TEST,2.2636041507678173,5.123903751373291,1.6583256721496582,0.8963719010353088
60,12,37,50,False,False,VAL,2.28880282546812,5.23861837387085,1.69744873046875,0.8700641393661499
60,12,37,50,False,False,TEST,2.0782678311245073,4.319197177886963,1.5209643840789795,0.9081436991691589
60,12,37,50,False,True,VAL,2.170936985677491,4.712967395782471,1.6258317232131958,0.857353150844574
60,12,37,50,False,True,TEST,1.8984732918838594,3.604200839996338,1.4114781618118286,0.9158098697662354
60,12,37,50,True,False,VAL,2.753947892110916,7.584228992462158,1.9627848863601685,0.8431353569030762
60,12,37,50,True,False,TEST,1.8896587834826593,3.570810317993164,1.3852500915527344,0.9174659848213196
60,12,37,50,True,True,VAL,1.9808000216038815,3.9235687255859375,1.4502453804016113,0.890359103679657
60,12,37,50,True,True,TEST,1.862816966690931,3.4700870513916016,1.3464524745941162,0.9153393507003784
60,12,37,100,False,False,VAL,2.377576835505875,5.652871608734131,1.739820957183838,0.8603121042251587
60,12,37,100,False,False,TEST,2.2511353277456383,5.067610263824463,1.6348271369934082,0.8938064575195312
60,12,37,100,False,True,VAL,2.135934633533533,4.562216758728027,1.5480467081069946,0.8771926760673523
60,12,37,100,False,True,TEST,1.9653178983381596,3.8624744415283203,1.437782645225525,0.9079093337059021
60,12,37,100,True,False,VAL,3.0542811442974016,9.328633308410645,2.1497912406921387,0.8132787346839905
60,12,37,100,True,False,TEST,1.9995572076823493,3.9982290267944336,1.462427020072937,0.9052441120147705
60,12,37,100,True,True,VAL,2.1710162763578476,4.713311672210693,1.6225523948669434,0.8525436520576477
60,12,37,100,True,True,TEST,1.9469139523842036,3.7904739379882812,1.4479767084121704,0.8945413827896118
60,12,37,200,False,False,VAL,2.407865997254848,5.797818660736084,1.7810745239257812,0.8549413084983826
60,12,37,200,False,False,TEST,2.3249904345243837,5.405580520629883,1.6755023002624512,0.8880866765975952
60,12,37,200,False,True,VAL,2.2677455055041724,5.142669677734375,1.6662096977233887,0.860399067401886
60,12,37,200,False,True,TEST,2.2130220648574426,4.897466659545898,1.6045920848846436,0.8998615741729736
60,12,37,200,True,False,VAL,2.9700484799111377,8.821187973022461,2.105775833129883,0.8172601461410522
60,12,37,200,True,False,TEST,2.403536170339724,5.776986122131348,1.7488659620285034,0.8826072216033936
60,12,37,200,True,True,VAL,2.4686233874338943,6.094101428985596,1.876192569732666,0.8342560529708862
60,12,37,200,True,True,TEST,2.2162789567410095,4.911892414093018,1.6287713050842285,0.8950849771499634
60,24,13,50,False,False,VAL,2.3952165777281254,5.737062454223633,1.7129623889923096,0.8746139407157898
60,24,13,50,False,False,TEST,2.197587433031476,4.829390525817871,1.6338016986846924,0.8778716325759888
60,24,13,50,False,True,VAL,2.2533773929005334,5.077709674835205,1.6337671279907227,0.8665907979011536
60,24,13,50,False,True,TEST,1.91359515031452,3.661846399307251,1.4064240455627441,0.9202061295509338
60,24,13,50,True,False,VAL,3.6776244257993946,13.524921417236328,2.619107246398926,0.7455011606216431
60,24,13,50,True,False,TEST,2.0201995747243164,4.081206321716309,1.5051122903823853,0.8914325833320618
60,24,13,50,True,True,VAL,2.2046505671489034,4.8604841232299805,1.6449971199035645,0.8654889464378357
60,24,13,50,True,True,TEST,1.8632668548603726,3.4717633724212646,1.343356966972351,0.9242095947265625
60,24,13,100,False,False,VAL,2.437454712275851,5.941185474395752,1.7867417335510254,0.8664752840995789
60,24,13,100,False,False,TEST,2.2758576924731386,5.17952823638916,1.687626600265503,0.8639561533927917
60,24,13,100,False,True,VAL,2.3050460277934977,5.313237190246582,1.6988017559051514,0.8591055274009705
60,24,13,100,False,True,TEST,1.9935237815975007,3.9741370677948,1.4685169458389282,0.9058854579925537
60,24,13,100,True,False,VAL,3.036538613219459,9.220566749572754,2.142627477645874,0.8145942687988281
60,24,13,100,True,False,TEST,2.114518175546282,4.471187114715576,1.5548814535140991,0.8804321885108948
60,24,13,100,True,True,VAL,2.3822118783879644,5.674933433532715,1.8108258247375488,0.8462729454040527
60,24,13,100,True,True,TEST,1.9221931752391046,3.694826602935791,1.3813891410827637,0.9164007306098938
60,24,13,200,False,False,VAL,2.5602514124142743,6.554887294769287,1.8566808700561523,0.8532642126083374
60,24,13,200,False,False,TEST,2.4542586507435917,6.023385524749756,1.8230396509170532,0.8462762236595154
60,24,13,200,False,True,VAL,2.402640769399072,5.7726826667785645,1.7743242979049683,0.8464649319648743
60,24,13,200,False,True,TEST,2.1398963523435413,4.579156398773193,1.5630003213882446,0.8961114287376404
60,24,13,200,True,False,VAL,3.3013898119196075,10.899174690246582,2.356961250305176,0.7848390936851501
60,24,13,200,True,False,TEST,2.383754556508503,5.682285785675049,1.7518833875656128,0.855813205242157
60,24,13,200,True,True,VAL,2.314673150142842,5.3577117919921875,1.7270413637161255,0.8517725467681885
60,24,13,200,True,True,TEST,2.051105233895003,4.207032680511475,1.462083101272583,0.9077049493789673
60,24,25,50,False,False,VAL,2.3345859662059905,5.450291633605957,1.6713333129882812,0.8782565593719482
60,24,25,50,False,False,TEST,2.329748112729853,5.4277262687683105,1.7055491209030151,0.8684372901916504
60,24,25,50,False,True,VAL,2.1908482675876475,4.799816131591797,1.6045658588409424,0.866944432258606
60,24,25,50,False,True,TEST,1.8446190935518423,3.4026196002960205,1.3623265027999878,0.9224473834037781
60,24,25,50,True,False,VAL,3.375937720117524,11.396955490112305,2.3719887733459473,0.7768644094467163
60,24,25,50,True,False,TEST,2.1221741230935853,4.503623008728027,1.58012056350708,0.884046196937561
60,24,25,50,True,True,VAL,2.1904612524893534,4.798120498657227,1.6403509378433228,0.862532377243042
60,24,25,50,True,True,TEST,1.8401209790429645,3.386045217514038,1.3256090879440308,0.9241615533828735
60,24,25,100,False,False,VAL,2.3967609323666275,5.744462966918945,1.746358036994934,0.8681887984275818
60,24,25,100,False,False,TEST,2.605054464960642,6.786308765411377,1.8952935934066772,0.8385502696037292
60,24,25,100,False,True,VAL,2.2791057594803994,5.1943230628967285,1.6737456321716309,0.8616743683815002
60,24,25,100,False,True,TEST,1.9851073468102387,3.9406511783599854,1.4501969814300537,0.9084461331367493
60,24,25,100,True,False,VAL,2.894943722719812,8.380699157714844,2.020925760269165,0.8253129720687866
60,24,25,100,True,False,TEST,2.2530637650759666,5.076296329498291,1.652577519416809,0.8691815137863159
60,24,25,100,True,True,VAL,2.4056988369756667,5.787386894226074,1.8402975797653198,0.8417279720306396
60,24,25,100,True,True,TEST,1.8612492835848564,3.4642488956451416,1.3364722728729248,0.9208640456199646
60,24,25,200,False,False,VAL,2.534215532170631,6.422248363494873,1.8390322923660278,0.8511142730712891
60,24,25,200,False,False,TEST,2.8577117251423583,8.166516304016113,2.0697455406188965,0.8103370070457458
60,24,25,200,False,True,VAL,2.3541740034771137,5.542135238647461,1.7313159704208374,0.8492207527160645
60,24,25,200,False,True,TEST,2.1193211913639485,4.491522312164307,1.5376209020614624,0.896009087562561
60,24,25,200,True,False,VAL,3.1291560193594776,9.791617393493652,2.2091264724731445,0.8011630177497864
60,24,25,200,True,False,TEST,2.6538968602357715,7.043168544769287,1.9536672830581665,0.8271230459213257
60,24,25,200,True,True,VAL,2.2918705820624115,5.252670764923096,1.709478735923767,0.853630542755127
60,24,25,200,True,True,TEST,2.031092124085517,4.125335216522217,1.4328107833862305,0.9075445532798767
60,24,37,50,False,False,VAL,2.322790806757683,5.395357131958008,1.677893877029419,0.87575364112854
60,24,37,50,False,False,TEST,2.2132305210815755,4.8983893394470215,1.6341983079910278,0.8851388692855835
60,24,37,50,False,True,VAL,2.1481384069153675,4.614498615264893,1.5853326320648193,0.8661128878593445
60,24,37,50,False,True,TEST,1.8461321942575826,3.4082040786743164,1.360270380973816,0.9237728118896484
60,24,37,50,True,False,VAL,3.6172863676924383,13.084760665893555,2.5319457054138184,0.7440524101257324
