seed,target,model,RMSE,MSE,MAE,R2,MPIW_90,coverage_90
43,Target_Time150,fitted_stdk,5.046356268995277,25.46571159362793,4.060720920562744,0.15849044487343944,,
43,Target_Time150,Spatial-adapter STDK+Nag-style location-specific QConvLSTM,4.715584204556079,22.23673439025879,3.7543342113494873,0.2651913591792199,13.522757530212402,0.86196
