seed,target,model,RMSE,MSE,MAE,R2,MPIW_90,coverage_90
43,Target_Space100,fitted_stdk,4.802547120752268,23.0644588470459,3.7962136268615723,0.4708175207838948,,
43,Target_Space100,Spatial-adapter STDK+Nag-style location-specific QConvLSTM,4.598069216996629,21.142240524291992,3.588838577270508,0.5149201770762605,12.192880630493164,0.8398705882352941
