target_index,lead,time_index,truth,q05,q50,q95
47,1,496,21.5,21.236154556274414,25.6331844329834,28.364898681640625
47,2,497,23.100000381469727,22.587081909179688,26.843448638916016,29.610919952392578
47,3,498,23.600000381469727,23.114391326904297,26.574344635009766,28.599239349365234
47,4,499,22.100000381469727,21.771623611450195,25.23719596862793,27.51082992553711
47,5,500,21.100000381469727,20.776134490966797,23.61448860168457,26.644380569458008
