stage,trial,mean_q50_validation_rmse_scaled,std_q50_validation_rmse_scaled,QCONV_LR,QCONV_BATCH_SIZE,QCONV_EPOCHS,QCONV_PATIENCE,CONV_FILTERS,QCONV_WEIGHT_DECAY,GRID_SIZE,NEIGHBOURHOOD_RADIUS
capacity,0,0.3103127658071011,0.016903827184123837,0.0001,64,40,10,32,0.0,11,0.3
capacity,1,0.31083119466765613,0.018432654266720028,0.0001,64,40,10,32,1e-05,11,0.3
capacity,2,0.31843441198789935,0.014915313338064312,0.0001,64,40,10,64,0.0,11,0.3
capacity,3,0.31861594137019866,0.014960337813629099,0.0001,64,40,10,64,1e-05,11,0.3
