stage,trial,mean_q50_validation_rmse_scaled,std_q50_validation_rmse_scaled,QCONV_LR,QCONV_BATCH_SIZE,QCONV_EPOCHS,QCONV_PATIENCE,CONV_FILTERS,QCONV_WEIGHT_DECAY,GRID_SIZE,NEIGHBOURHOOD_RADIUS
capacity,0,0.6693365678119527,0.026919793457745478,0.0001,64,40,10,32,0.0,5,0.1
capacity,1,0.668526258541167,0.024741966066844645,0.0001,64,40,10,32,1e-05,5,0.1
capacity,2,0.6815911926328796,0.03408392806873173,0.0001,64,40,10,64,0.0,5,0.1
capacity,3,0.6833983592220967,0.03384906974445662,0.0001,64,40,10,64,1e-05,5,0.1
