scenario,target,space_split,n_train_space,n_unobs_space,n_target_space,model,alpha_obs,lambda_unobs,row_type,seed,RMSE,MSE,MAE,R2
space_extrap_fixed850,Target_Space100,100/400/100,100,400,100,STDK,,,seed,41,4.327621,18.728308,3.438717,0.549991
space_extrap_fixed850,Target_Space100,100/400/100,100,400,100,STDK,,,mean_std,mean +/- std,4.327621 +/- 0.000000,18.728308 +/- 0.000000,3.438717 +/- 0.000000,0.549991 +/- 0.000000
