seed,STDK_MSPE,STDK_Q_MSPE,MSPE_delta,MSPE_reduction_percent,STDK_RMSE,STDK_Q_RMSE,STDK_coverage_percent,STDK_Q_coverage_percent,STDK_MPIW,STDK_Q_MPIW
41,0.4540327191352844,0.30572181940078735,-0.14831089973449707,32.665244922647545,0.6738194823265076,0.5529211759567261,70.0,86.8,1.2633713483810425,1.7114174365997314
42,0.4246375262737274,0.3263050615787506,-0.0983324646949768,23.156800473538528,0.6516422033309937,0.5712311863899231,67.0,85.8,1.123270034790039,1.7397260665893555
43,0.6906073093414307,0.3481314182281494,-0.34247589111328125,49.59053958462579,0.8310278654098511,0.5900266170501709,51.0,83.8,1.0902512073516846,1.7380613088607788
44,0.3713003396987915,0.36239495873451233,-0.008905380964279175,2.3984305997412907,0.6093441843986511,0.6019924879074097,67.0,85.0,1.1636112928390503,1.7942882776260376
45,0.46832022070884705,0.3036714792251587,-0.16464874148368835,35.157299258715945,0.6843392848968506,0.5510639548301697,66.8,88.6,1.2216811180114746,1.6891980171203613
