seed,target,model,RMSE,MSE,MAE,R2,MPIW_90,coverage_90
44,Target_Space100,fitted_stdk,5.233189872832552,27.386276245117188,4.1044721603393555,0.3006705390899955,,
44,Target_Space100,Spatial-adapter STDK+Nag-style location-specific QConvLSTM,4.583173760612912,21.005481719970703,3.537288188934326,0.4636089843826279,12.364424705505371,0.8456941176470588
