seed,target,model,RMSE,MSE,MAE,R2,MPIW_90,coverage_90
45,Target_ST100x150,fitted_stdk,4.636275491199574,21.49505043029785,3.6994380950927734,0.247546579169437,,
45,Target_ST100x150,Spatial-adapter STDK+Nag-style location-specific QConvLSTM,4.935377026719846,24.357946395874023,3.896392822265625,0.1473283538909087,12.8909330368042,0.8142
