stage,trial,mean_q50_validation_rmse_scaled,std_q50_validation_rmse_scaled,QCONV_LR,QCONV_BATCH_SIZE,QCONV_EPOCHS,QCONV_PATIENCE,CONV_FILTERS,QCONV_WEIGHT_DECAY,GRID_SIZE,NEIGHBOURHOOD_RADIUS
interface,0,0.6980075592922336,0.0612633472821672,0.0001,64,40,10,64,0.0,5,0.1
interface,1,0.6786702723217006,0.048800542299190564,0.0001,64,40,10,64,0.0,8,0.1
interface,2,0.6753555769264808,0.054174766761672655,0.0001,64,40,10,64,0.0,11,0.1
interface,3,0.713797209068163,0.08098282526984818,0.0001,64,40,10,64,0.0,5,0.2
interface,4,0.6938460751123636,0.06714757641289254,0.0001,64,40,10,64,0.0,8,0.2
interface,5,0.6889520370729826,0.05875568126726716,0.0001,64,40,10,64,0.0,11,0.2
interface,6,0.7202373752405683,0.07265244606030719,0.0001,64,40,10,64,0.0,5,0.3
interface,7,0.7062540877842587,0.07071181951096528,0.0001,64,40,10,64,0.0,8,0.3
interface,8,0.7062146708093183,0.06845341944776784,0.0001,64,40,10,64,0.0,11,0.3
