seed,MSPE,RMSE,MPIW,Coverage_percent,elapsed_hours
41,8.75308575175468,2.9585614328174223,7.717812738418579,79.60000000000001,3.827147767278883
42,9.463111394715982,3.0762170591029467,7.642479127883911,76.2,3.6740634859932793
43,7.650584222588966,2.7659689482329637,7.576725933074951,83.6,3.6046186757087706
44,9.064367201317413,3.010708753984253,7.679077644348144,74.0,3.9547792026731705
45,9.463508518633622,3.076281605873172,7.124966077804565,72.0,3.746925193534957
