seed,target,model,RMSE,MSE,MAE,R2,MPIW_90,coverage_90
42,Target_Time150,fitted_stdk,4.379718089328603,19.181930541992188,3.5008063316345215,0.3518513178936138,,
42,Target_Time150,Spatial-adapter STDK+Nag-style location-specific QConvLSTM,4.488405762116477,20.14578628540039,3.5577900409698486,0.31928303992369866,12.459359169006348,0.8486
