scenario,pure_stdk_rmse,fitted_stdk_rmse,stdk_q_rmse,stdk_q_minus_pure_rmse,stdk_q_vs_pure_percent,stdk_q_minus_fitted_rmse,stdk_q_vs_fitted_percent
Time150,4.293591607738557,4.359953811120873,4.831716639793342,0.5381250320547846,12.533214176329555,0.4717628286724693,10.820362992588372
Space100,5.369811459149337,4.788476008834399,5.691370056079149,0.3215585969298127,5.9882660569381185,0.9028940472447502,18.855561677222042
ST100x150,4.322474568139403,4.413480845249781,4.730591725925265,0.40811715778586244,9.44174803928426,0.3171108806754841,7.185051703958112
