seed,target_index,lead,truth,model,q05,q50,q95
43,16,2,0.8772748708724976,STDK_plus_QLSTM,-0.7545210719108582,-0.04178274795413017,0.8822391033172607
43,16,2,0.8772748708724976,STDK_plus_QConvLSTM,-0.8529384136199951,0.04203101620078087,1.1228970289230347
43,16,3,0.09221360087394714,STDK,-0.9974290728569031,-0.5554022192955017,0.18430054187774658
43,16,3,0.09221360087394714,STDK_plus_QLSTM,-0.8420449495315552,-0.11863274872303009,0.78943932056427
43,16,3,0.09221360087394714,STDK_plus_QConvLSTM,-0.8340508341789246,0.044369176030159,1.1183500289916992
43,16,4,-0.09569640457630157,STDK,-1.234283447265625,-0.7858048677444458,-0.03027355670928955
43,16,4,-0.09569640457630157,STDK_plus_QLSTM,-0.9307679533958435,-0.20045073330402374,0.7103310823440552
43,16,4,-0.09569640457630157,STDK_plus_QConvLSTM,-0.8646045923233032,0.10185451805591583,1.1511393785476685
43,16,5,-0.3612203001976013,STDK,-1.391921043395996,-0.9335129261016846,-0.1546468734741211
43,16,5,-0.3612203001976013,STDK_plus_QLSTM,-1.0210208892822266,-0.2821241021156311,0.6345421075820923
43,16,5,-0.3612203001976013,STDK_plus_QConvLSTM,-0.9175684452056885,0.08622992038726807,1.1640983819961548
43,17,1,0.6458536982536316,STDK,-1.2710684537887573,-0.805301308631897,-0.1230243444442749
43,17,1,0.6458536982536316,STDK_plus_QLSTM,-1.4641989469528198,-0.7010393142700195,0.2980802655220032
43,17,1,0.6458536982536316,STDK_plus_QConvLSTM,-0.8016488552093506,0.11864873021841049,1.0631295442581177
43,17,2,0.4658878445625305,STDK,-1.4517621994018555,-0.987514853477478,-0.29921847581863403
43,17,2,0.4658878445625305,STDK_plus_QLSTM,-1.5300228595733643,-0.767990231513977,0.2177782654762268
43,17,2,0.4658878445625305,STDK_plus_QConvLSTM,-0.8772467970848083,0.04678350314497948,0.9701446890830994
43,17,3,0.03824460133910179,STDK,-1.6416996717453003,-1.1749167442321777,-0.4775047302246094
43,17,3,0.03824460133910179,STDK_plus_QLSTM,-1.5860565900802612,-0.8289650082588196,0.15083080530166626
43,17,3,0.03824460133910179,STDK_plus_QConvLSTM,-0.8465533256530762,0.05636649578809738,0.9769285917282104
43,17,4,-0.1723293960094452,STDK,-1.8134543895721436,-1.3403569459915161,-0.625861644744873
43,17,4,-0.1723293960094452,STDK_plus_QLSTM,-1.6359035968780518,-0.8854343295097351,0.09221428632736206
43,17,4,-0.1723293960094452,STDK_plus_QConvLSTM,-1.0390172004699707,-0.10568441450595856,0.8591228723526001
43,17,5,0.030932694673538208,STDK,-1.9299145936965942,-1.4475131034851074,-0.7105531096458435
43,17,5,0.030932694673538208,STDK_plus_QLSTM,-1.6822576522827148,-0.9383249282836914,0.0353085994720459
43,17,5,0.030932694673538208,STDK_plus_QConvLSTM,-1.1263264417648315,-0.12237589061260223,0.8167860507965088
43,18,1,-0.3482202887535095,STDK,-0.6674930453300476,-0.16770605742931366,0.45306575298309326
43,18,1,-0.3482202887535095,STDK_plus_QLSTM,-0.8392155170440674,-0.005826931446790695,0.9248302578926086
43,18,1,-0.3482202887535095,STDK_plus_QConvLSTM,-0.45721906423568726,0.32130247354507446,1.1475980281829834
43,18,2,0.21363283693790436,STDK,-0.9288195371627808,-0.4312659502029419,0.19129490852355957
43,18,2,0.21363283693790436,STDK_plus_QLSTM,-0.9174657464027405,-0.08621519804000854,0.8460181951522827
43,18,2,0.21363283693790436,STDK_plus_QConvLSTM,-0.5630980134010315,0.28321129083633423,1.0423922538757324
43,18,3,0.2615526020526886,STDK,-1.1637325286865234,-0.6635832190513611,-0.03510671854019165
43,18,3,0.2615526020526886,STDK_plus_QLSTM,-0.9702737331390381,-0.1427495777606964,0.7914714813232422
43,18,3,0.2615526020526886,STDK_plus_QConvLSTM,-0.8583278059959412,0.009648933075368404,0.7636460065841675
43,18,4,-0.14390040934085846,STDK,-1.3712166547775269,-0.8632560968399048,-0.22350358963012695
43,18,4,-0.14390040934085846,STDK_plus_QLSTM,-1.0090055465698242,-0.1851731240749359,0.749302864074707
43,18,4,-0.14390040934085846,STDK_plus_QConvLSTM,-0.9922887086868286,-0.16696235537528992,0.6726506948471069
43,18,5,0.49481669068336487,STDK,-1.4986934661865234,-0.9789271354675293,-0.32381653785705566
43,18,5,0.49481669068336487,STDK_plus_QLSTM,-1.0410221815109253,-0.22258251905441284,0.7139852046966553
43,18,5,0.49481669068336487,STDK_plus_QConvLSTM,-1.1359347105026245,-0.34587928652763367,0.5314438343048096
43,19,1,-0.4195302724838257,STDK,-1.013940453529358,-0.5322676301002502,0.1012270450592041
43,19,1,-0.4195302724838257,STDK_plus_QLSTM,-1.2444573640823364,-0.45451831817626953,0.5402754545211792
43,19,1,-0.4195302724838257,STDK_plus_QConvLSTM,-1.4544754028320312,-0.5138666033744812,0.3733394145965576
43,19,2,-0.7141981720924377,STDK,-1.1663988828659058,-0.693382740020752,-0.055035531520843506
43,19,2,-0.7141981720924377,STDK_plus_QLSTM,-1.3104500770568848,-0.5296705961227417,0.44502466917037964
43,19,2,-0.7141981720924377,STDK_plus_QConvLSTM,-1.4355509281158447,-0.570107102394104,0.36472779512405396
43,19,3,-0.6438934206962585,STDK,-1.2800705432891846,-0.8110207319259644,-0.16341149806976318
43,19,3,-0.6438934206962585,STDK_plus_QLSTM,-1.3797929286956787,-0.604771614074707,0.3562266230583191
43,19,3,-0.6438934206962585,STDK_plus_QConvLSTM,-1.5254467725753784,-0.6647788286209106,0.23982596397399902
43,19,4,-0.7763224244117737,STDK,-1.3589928150177002,-0.8890171051025391,-0.22828412055969238
43,19,4,-0.7763224244117737,STDK_plus_QLSTM,-1.4523555040359497,-0.6803097128868103,0.2695029377937317
43,19,4,-0.7763224244117737,STDK_plus_QConvLSTM,-1.5566186904907227,-0.7395324110984802,0.12078946828842163
43,19,5,-0.4491312801837921,STDK,-1.4169650077819824,-0.9413037300109863,-0.26533108949661255
43,19,5,-0.4491312801837921,STDK_plus_QLSTM,-1.5249770879745483,-0.7552174925804138,0.19515210390090942
43,19,5,-0.4491312801837921,STDK_plus_QConvLSTM,-1.5434489250183105,-0.738603413105011,0.10760587453842163
43,20,1,0.5568687319755554,STDK,-0.5191168785095215,-0.08561870455741882,0.5857818126678467
43,20,1,0.5568687319755554,STDK_plus_QLSTM,-0.7591869235038757,-0.07207734137773514,0.8528632521629333
43,20,1,0.5568687319755554,STDK_plus_QConvLSTM,-0.6798278093338013,0.2786930501461029,1.162863850593567
43,20,2,0.26640182733535767,STDK,-0.5518054962158203,-0.12073519825935364,0.5566133260726929
43,20,2,0.26640182733535767,STDK_plus_QLSTM,-0.7869508266448975,-0.10416729003190994,0.8238638043403625
43,20,2,0.26640182733535767,STDK_plus_QConvLSTM,-0.6533556580543518,0.2442205399274826,1.075722575187683
43,20,3,0.6440696120262146,STDK,-0.5995310544967651,-0.16601938009262085,0.5216325521469116
43,20,3,0.6440696120262146,STDK_plus_QLSTM,-0.7975305318832397,-0.11694217473268509,0.8149964809417725
43,20,3,0.6440696120262146,STDK_plus_QConvLSTM,-0.8232542276382446,0.17904768884181976,0.9429221153259277
43,20,4,0.4341796040534973,STDK,-0.6744253635406494,-0.23360365629196167,0.4674621820449829
43,20,4,0.4341796040534973,STDK_plus_QLSTM,-0.7998141646385193,-0.1174171045422554,0.8171005845069885
43,20,4,0.4341796040534973,STDK_plus_QConvLSTM,-0.9404945373535156,0.018598053604364395,0.8459662795066833
43,20,5,0.019214697182178497,STDK,-0.7527555227279663,-0.30061352252960205,0.42643100023269653
43,20,5,0.019214697182178497,STDK_plus_QLSTM,-0.7947552800178528,-0.10744858533143997,0.826545238494873
43,20,5,0.019214697182178497,STDK_plus_QConvLSTM,-1.105662226676941,-0.10324589163064957,0.7385423183441162
43,21,1,-0.5623652935028076,STDK,-0.6426208019256592,-0.19724729657173157,0.4518158733844757
43,21,1,-0.5623652935028076,STDK_plus_QLSTM,-0.8457769751548767,-0.13532096147537231,0.6546685695648193
43,21,1,-0.5623652935028076,STDK_plus_QConvLSTM,-0.9753656387329102,-0.10785584896802902,0.8082938194274902
43,21,2,-0.01810915768146515,STDK,-0.681812047958374,-0.23858052492141724,0.41528379917144775
43,21,2,-0.01810915768146515,STDK_plus_QLSTM,-0.808293879032135,-0.09740590304136276,0.7245538234710693
43,21,2,-0.01810915768146515,STDK_plus_QConvLSTM,-0.9093588590621948,-0.07929383218288422,0.7495313882827759
43,21,3,-0.076870396733284,STDK,-0.7307500243186951,-0.28561222553253174,0.37729179859161377
43,21,3,-0.076870396733284,STDK_plus_QLSTM,-0.7983506917953491,-0.08785706013441086,0.7695554494857788
43,21,3,-0.076870396733284,STDK_plus_QConvLSTM,-0.861739993095398,-0.004876885563135147,0.841546893119812
43,21,4,-0.4726123809814453,STDK,-0.7696759700775146,-0.31813064217567444,0.35711559653282166
43,21,4,-0.4726123809814453,STDK_plus_QLSTM,-0.8109546303749084,-0.10056590288877487,0.7957425117492676
43,21,4,-0.4726123809814453,STDK_plus_QConvLSTM,-0.8577007055282593,-0.033958062529563904,0.8990497589111328
43,21,5,-0.8135873079299927,STDK,-0.8022925853729248,-0.34022238850593567,0.34896454215049744
43,21,5,-0.8135873079299927,STDK_plus_QLSTM,-0.8342217206954956,-0.12294476479291916,0.8043959140777588
43,21,5,-0.8135873079299927,STDK_plus_QConvLSTM,-0.868736207485199,-0.0136115662753582,0.865429699420929
43,22,1,-1.122042179107666,STDK,-1.3034418821334839,-0.8540080785751343,-0.24954909086227417
43,22,1,-1.122042179107666,STDK_plus_QLSTM,-1.4677082300186157,-0.7726234197616577,-0.026956260204315186
43,22,1,-1.122042179107666,STDK_plus_QConvLSTM,-1.6473534107208252,-0.7800049185752869,0.006706714630126953
43,22,2,-0.8793201446533203,STDK,-1.3759080171585083,-0.9285601377487183,-0.3225851058959961
43,22,2,-0.8793201446533203,STDK_plus_QLSTM,-1.4963232278823853,-0.7983821630477905,-0.04993468523025513
43,22,2,-0.8793201446533203,STDK_plus_QConvLSTM,-1.6741653680801392,-0.7528465986251831,-0.009117305278778076
43,22,3,-0.2572264075279236,STDK,-1.419862985610962,-0.9736037850379944,-0.36257052421569824
43,22,3,-0.2572264075279236,STDK_plus_QLSTM,-1.5235891342163086,-0.8283267021179199,-0.07389605045318604
43,22,3,-0.2572264075279236,STDK_plus_QConvLSTM,-1.6099848747253418,-0.786131739616394,0.025615692138671875
43,22,4,-0.5168384313583374,STDK,-1.4608192443847656,-1.0127975940704346,-0.3949800729751587
43,22,4,-0.5168384313583374,STDK_plus_QLSTM,-1.557480812072754,-0.8626195788383484,-0.10888791084289551
43,22,4,-0.5168384313583374,STDK_plus_QConvLSTM,-1.561332106590271,-0.6858392953872681,0.07164335250854492
43,22,5,-0.4059012830257416,STDK,-1.5090630054473877,-1.0547897815704346,-0.42773759365081787
43,22,5,-0.4059012830257416,STDK_plus_QLSTM,-1.5945117473602295,-0.9005368947982788,-0.15263479948043823
43,22,5,-0.4059012830257416,STDK_plus_QConvLSTM,-1.5410406589508057,-0.6693586707115173,0.07076561450958252
43,23,1,-0.28438329696655273,STDK,-1.041588544845581,-0.5890207290649414,-0.03867548704147339
43,23,1,-0.28438329696655273,STDK_plus_QLSTM,-1.2889305353164673,-0.46130433678627014,0.3645496666431427
43,23,1,-0.28438329696655273,STDK_plus_QConvLSTM,-1.2647738456726074,-0.45709386467933655,0.38948097825050354
43,23,2,0.4461328387260437,STDK,-1.219152808189392,-0.7687456607818604,-0.21949487924575806
43,23,2,0.4461328387260437,STDK_plus_QLSTM,-1.3662381172180176,-0.5147290229797363,0.3255971074104309
43,23,2,0.4461328387260437,STDK_plus_QConvLSTM,-1.5477044582366943,-0.7340429425239563,0.12790215015411377
43,23,3,0.3229445815086365,STDK,-1.3750368356704712,-0.9222229719161987,-0.36992931365966797
43,23,3,0.3229445815086365,STDK_plus_QLSTM,-1.43662691116333,-0.5768468379974365,0.26946741342544556
43,23,3,0.3229445815086365,STDK_plus_QConvLSTM,-1.4810593128204346,-0.7164355516433716,0.12299519777297974
43,23,4,0.34593459963798523,STDK,-1.512984037399292,-1.053109049797058,-0.4955523610115051
43,23,4,0.34593459963798523,STDK_plus_QLSTM,-1.4984190464019775,-0.6405165195465088,0.2087332010269165
43,23,4,0.34593459963798523,STDK_plus_QConvLSTM,-1.5253881216049194,-0.702271580696106,0.22905665636062622
43,23,5,0.2846056818962097,STDK,-1.5701396465301514,-1.101927399635315,-0.5374434590339661
43,23,5,0.2846056818962097,STDK_plus_QLSTM,-1.5540876388549805,-0.7026666402816772,0.14683061838150024
43,23,5,0.2846056818962097,STDK_plus_QConvLSTM,-1.4397685527801514,-0.5541440844535828,0.27905601263046265
43,24,1,-1.4106552600860596,STDK,-2.447998285293579,-1.9537827968597412,-1.3682944774627686
43,24,1,-1.4106552600860596,STDK_plus_QLSTM,-2.565286159515381,-1.7740436792373657,-0.9023489952087402
43,24,1,-1.4106552600860596,STDK_plus_QConvLSTM,-2.6053335666656494,-1.5050047636032104,-0.6623265743255615
43,24,2,-1.4081060886383057,STDK,-2.6027495861053467,-2.109788417816162,-1.5257498025894165
43,24,2,-1.4081060886383057,STDK_plus_QLSTM,-2.5500855445861816,-1.7525644302368164,-0.8549157381057739
43,24,2,-1.4081060886383057,STDK_plus_QConvLSTM,-2.561849594116211,-1.4082876443862915,-0.6351693868637085
43,24,3,-1.4680674076080322,STDK,-2.713465690612793,-2.2175650596618652,-1.6307687759399414
43,24,3,-1.4680674076080322,STDK_plus_QLSTM,-2.518899440765381,-1.721104621887207,-0.8045393824577332
43,24,3,-1.4680674076080322,STDK_plus_QConvLSTM,-2.6279616355895996,-1.7292461395263672,-0.8924569487571716
43,24,4,-1.4708232879638672,STDK,-2.7821950912475586,-2.279759407043457,-1.6873379945755005
43,24,4,-1.4708232879638672,STDK_plus_QLSTM,-2.4809534549713135,-1.6847057342529297,-0.7566473484039307
43,24,4,-1.4708232879638672,STDK_plus_QConvLSTM,-2.589172124862671,-1.6724737882614136,-0.785423755645752
43,24,5,-0.7148952484130859,STDK,-2.8408453464508057,-2.328827381134033,-1.7288222312927246
43,24,5,-0.7148952484130859,STDK_plus_QLSTM,-2.4406628608703613,-1.646223545074463,-0.716206431388855
43,24,5,-0.7148952484130859,STDK_plus_QConvLSTM,-2.5460281372070312,-1.7411091327667236,-0.8304566144943237
43,25,1,-2.2517261505126953,STDK,-3.1901071071624756,-2.7043981552124023,-2.089207410812378
43,25,1,-2.2517261505126953,STDK_plus_QLSTM,-3.3429434299468994,-2.5778536796569824,-1.6654422283172607
43,25,1,-2.2517261505126953,STDK_plus_QConvLSTM,-2.625828504562378,-1.7545287609100342,-0.9253109693527222
43,25,2,-1.6119121313095093,STDK,-3.321326732635498,-2.837895393371582,-2.222438097000122
43,25,2,-1.6119121313095093,STDK_plus_QLSTM,-3.414095878601074,-2.656979560852051,-1.7387237548828125
43,25,2,-1.6119121313095093,STDK_plus_QConvLSTM,-2.5329575538635254,-1.6503006219863892,-0.8339710831642151
43,25,3,-1.8752413988113403,STDK,-3.395953893661499,-2.9100489616394043,-2.2916553020477295
43,25,3,-1.8752413988113403,STDK_plus_QLSTM,-3.4629993438720703,-2.7146432399749756,-1.800598382949829
43,25,3,-1.8752413988113403,STDK_plus_QConvLSTM,-2.6360440254211426,-1.7415958642959595,-0.9273203015327454
43,25,4,-2.429882287979126,STDK,-3.448402166366577,-2.9552230834960938,-2.330352783203125
43,25,4,-2.429882287979126,STDK_plus_QLSTM,-3.5152177810668945,-2.77498722076416,-1.8637683391571045
43,25,4,-2.429882287979126,STDK_plus_QConvLSTM,-2.619446277618408,-1.6981722116470337,-0.8596339821815491
43,25,5,-1.8726112842559814,STDK,-3.508470296859741,-3.004611015319824,-2.3704190254211426
43,25,5,-1.8726112842559814,STDK_plus_QLSTM,-3.5632362365722656,-2.829965114593506,-1.918703556060791
43,25,5,-1.8726112842559814,STDK_plus_QConvLSTM,-2.5414838790893555,-1.6057368516921997,-0.7114128470420837
43,26,1,1.3544437885284424,STDK,-0.5209156274795532,-0.06770336627960205,0.6278008222579956
43,26,1,1.3544437885284424,STDK_plus_QLSTM,-0.6796866655349731,0.1320771872997284,1.1327141523361206
43,26,1,1.3544437885284424,STDK_plus_QConvLSTM,-1.0595049858093262,-0.22533299028873444,0.41525113582611084
43,26,2,1.1196318864822388,STDK,-0.7410378456115723,-0.2907819151878357,0.4090260863304138
43,26,2,1.1196318864822388,STDK_plus_QLSTM,-0.6572160720825195,0.14482590556144714,1.1244947910308838
43,26,2,1.1196318864822388,STDK_plus_QConvLSTM,-1.0247342586517334,-0.10026422142982483,0.48436012864112854
43,26,3,0.9189456105232239,STDK,-0.9009686708450317,-0.4493253827095032,0.26108884811401367
43,26,3,0.9189456105232239,STDK_plus_QLSTM,-0.6570842266082764,0.14096865057945251,1.1047450304031372
43,26,3,0.9189456105232239,STDK_plus_QConvLSTM,-0.9312291145324707,-0.03557540476322174,0.5856919288635254
43,26,4,0.5929166078567505,STDK,-1.0768201351165771,-0.619351863861084,0.10756039619445801
43,26,4,0.5929166078567505,STDK_plus_QLSTM,-0.6716631650924683,0.12534445524215698,1.0796443223953247
43,26,4,0.5929166078567505,STDK_plus_QConvLSTM,-0.7307788133621216,0.12074177712202072,0.7686270475387573
43,26,5,0.9380687475204468,STDK,-1.1650981903076172,-0.6981191635131836,0.04943341016769409
43,26,5,0.9380687475204468,STDK_plus_QLSTM,-0.6936756372451782,0.1029958501458168,1.0533995628356934
43,26,5,0.9380687475204468,STDK_plus_QConvLSTM,-0.7115116119384766,0.240489199757576,0.9009606242179871
43,27,1,1.9304198026657104,STDK,0.21115237474441528,0.6833337545394897,1.3464356660842896
43,27,1,1.9304198026657104,STDK_plus_QLSTM,-0.1348288655281067,0.7043490409851074,1.606925129890442
43,27,1,1.9304198026657104,STDK_plus_QConvLSTM,-0.8706138730049133,-0.0022012032568454742,0.7481945157051086
43,27,2,1.2813758850097656,STDK,0.08636492490768433,0.5556052327156067,1.2225797176361084
43,27,2,1.2813758850097656,STDK_plus_QLSTM,-0.12127631902694702,0.7187901735305786,1.6034634113311768
43,27,2,1.2813758850097656,STDK_plus_QConvLSTM,-0.7983704209327698,0.04553193226456642,0.7641031742095947
43,27,3,1.5780545473098755,STDK,-0.13864266872406006,0.3317827880382538,1.0059082508087158
43,27,3,1.5780545473098755,STDK_plus_QLSTM,-0.10807472467422485,0.7267450094223022,1.602901816368103
43,27,3,1.5780545473098755,STDK_plus_QConvLSTM,-0.6010225415229797,0.23610687255859375,0.9698740243911743
43,27,4,0.7839096188545227,STDK,-0.43402010202407837,0.04186587035655975,0.7259442806243896
43,27,4,0.7839096188545227,STDK_plus_QLSTM,-0.09531408548355103,0.7351617813110352,1.605954885482788
43,27,4,0.7839096188545227,STDK_plus_QConvLSTM,-0.5636993646621704,0.28549638390541077,1.0594134330749512
43,27,5,1.0097336769104004,STDK,-0.6273519992828369,-0.14327466487884521,0.5526223182678223
43,27,5,1.0097336769104004,STDK_plus_QLSTM,-0.08390790224075317,0.7463065385818481,1.6145055294036865
43,27,5,1.0097336769104004,STDK_plus_QConvLSTM,-0.44516703486442566,0.4425472915172577,1.3770596981048584
43,28,1,2.0422568321228027,STDK,1.1295876502990723,1.6125125885009766,2.2673046588897705
43,28,1,2.0422568321228027,STDK_plus_QLSTM,1.0127125978469849,1.7261943817138672,2.6574344635009766
43,28,1,2.0422568321228027,STDK_plus_QConvLSTM,1.022596836090088,1.891803503036499,2.889042615890503
43,28,2,1.9178928136825562,STDK,0.923713207244873,1.4042136669158936,2.062769651412964
43,28,2,1.9178928136825562,STDK_plus_QLSTM,0.9366418719291687,1.6386265754699707,2.5612552165985107
43,28,2,1.9178928136825562,STDK_plus_QConvLSTM,1.006377935409546,1.7452971935272217,2.6831226348876953
43,28,3,1.6457725763320923,STDK,0.7787003517150879,1.2614527940750122,1.9289345741271973
43,28,3,1.6457725763320923,STDK_plus_QLSTM,0.8624444603919983,1.5551402568817139,2.4781761169433594
43,28,3,1.6457725763320923,STDK_plus_QConvLSTM,0.8245486617088318,1.5913347005844116,2.565190315246582
43,28,4,0.8761786222457886,STDK,0.6262193918228149,1.1155670881271362,1.7949326038360596
43,28,4,0.8761786222457886,STDK_plus_QLSTM,0.7776179909706116,1.4701664447784424,2.3976268768310547
43,28,4,0.8761786222457886,STDK_plus_QConvLSTM,0.689236581325531,1.427555799484253,2.4307613372802734
43,28,5,1.5176646709442139,STDK,0.5843172073364258,1.084403157234192,1.7776870727539062
43,28,5,1.5176646709442139,STDK_plus_QLSTM,0.6785513162612915,1.3864717483520508,2.321718692779541
43,28,5,1.5176646709442139,STDK_plus_QConvLSTM,0.6263151168823242,1.3788179159164429,2.36716890335083
43,29,1,-1.2351702451705933,STDK,-2.2712085247039795,-1.8706568479537964,-1.2814345359802246
43,29,1,-1.2351702451705933,STDK_plus_QLSTM,-2.6657166481018066,-1.7865848541259766,-0.766739010810852
43,29,1,-1.2351702451705933,STDK_plus_QConvLSTM,-2.127843141555786,-1.4135613441467285,-0.47836190462112427
43,29,2,-2.0214133262634277,STDK,-2.3663504123687744,-1.9723153114318848,-1.3810369968414307
43,29,2,-2.0214133262634277,STDK_plus_QLSTM,-2.7387795448303223,-1.8632616996765137,-0.8315972089767456
43,29,2,-2.0214133262634277,STDK_plus_QConvLSTM,-2.060206413269043,-1.2588979005813599,-0.40218085050582886
43,29,3,-1.3653804063796997,STDK,-2.4575417041778564,-2.0659475326538086,-1.469409465789795
43,29,3,-1.3653804063796997,STDK_plus_QLSTM,-2.7901601791381836,-1.922071933746338,-0.893396258354187
43,29,3,-1.3653804063796997,STDK_plus_QConvLSTM,-1.9882373809814453,-1.1990946531295776,-0.3580428957939148
43,29,4,-1.9574432373046875,STDK,-2.550304412841797,-2.156979560852051,-1.5523064136505127
43,29,4,-1.9574432373046875,STDK_plus_QLSTM,-2.8469972610473633,-1.9862961769104004,-0.9698789119720459
43,29,4,-1.9574432373046875,STDK_plus_QConvLSTM,-1.9980323314666748,-1.1303054094314575,-0.41081345081329346
43,29,5,-1.5067332983016968,STDK,-2.6145029067993164,-2.21572208404541,-1.6004302501678467
43,29,5,-1.5067332983016968,STDK_plus_QLSTM,-2.898568630218506,-2.0450828075408936,-1.0466864109039307
43,29,5,-1.5067332983016968,STDK_plus_QConvLSTM,-2.1617555618286133,-1.2624889612197876,-0.5084382891654968
43,30,1,-1.1576921939849854,STDK,-1.758561372756958,-1.3242311477661133,-0.6973392367362976
43,30,1,-1.1576921939849854,STDK_plus_QLSTM,-2.024812698364258,-1.2619831562042236,-0.4007014036178589
43,30,1,-1.1576921939849854,STDK_plus_QConvLSTM,-2.062386989593506,-1.044364094734192,-0.3770783543586731
43,30,2,-1.1339231729507446,STDK,-1.8476746082305908,-1.4155895709991455,-0.7868120074272156
43,30,2,-1.1339231729507446,STDK_plus_QLSTM,-2.0708019733428955,-1.2852842807769775,-0.4062366485595703
43,30,2,-1.1339231729507446,STDK_plus_QConvLSTM,-1.9749648571014404,-0.9674489498138428,-0.34972625970840454
43,30,3,-1.3975473642349243,STDK,-1.9277212619781494,-1.4932829141616821,-0.8582175374031067
43,30,3,-1.3975473642349243,STDK_plus_QLSTM,-2.107656478881836,-1.3163822889328003,-0.43137145042419434
43,30,3,-1.3975473642349243,STDK_plus_QConvLSTM,-1.9419747591018677,-0.9611490964889526,-0.28603410720825195
43,30,4,-1.340017318725586,STDK,-2.001532554626465,-1.5600106716156006,-0.9147121906280518
43,30,4,-1.340017318725586,STDK_plus_QLSTM,-2.142714262008667,-1.3512349128723145,-0.46647846698760986
43,30,4,-1.340017318725586,STDK_plus_QConvLSTM,-2.0613231658935547,-1.051055908203125,-0.30150824785232544
43,30,5,-1.300856351852417,STDK,-2.089972972869873,-1.6370214223861694,-0.9787242412567139
43,30,5,-1.300856351852417,STDK_plus_QLSTM,-2.1781668663024902,-1.387908935546875,-0.5094013214111328
43,30,5,-1.300856351852417,STDK_plus_QConvLSTM,-2.031162977218628,-0.9288653135299683,-0.20273244380950928
43,31,1,1.5531117916107178,STDK,-0.01227658987045288,0.3869194984436035,1.0189464092254639
43,31,1,1.5531117916107178,STDK_plus_QLSTM,-0.37411394715309143,0.4566110074520111,1.2631534337997437
43,31,1,1.5531117916107178,STDK_plus_QConvLSTM,-1.3020923137664795,-0.41703641414642334,0.4859899878501892
43,31,2,0.4968988299369812,STDK,-0.05483892560005188,0.3423776924610138,0.9761753082275391
43,31,2,0.4968988299369812,STDK_plus_QLSTM,-0.3483772575855255,0.48781248927116394,1.3126680850982666
43,31,2,0.4968988299369812,STDK_plus_QConvLSTM,-1.2963271141052246,-0.5058477520942688,0.45155227184295654
43,31,3,0.3469095826148987,STDK,-0.06423258781433105,0.33519577980041504,0.9748166799545288
43,31,3,0.3469095826148987,STDK_plus_QLSTM,-0.32775163650512695,0.5118584632873535,1.3552219867706299
43,31,3,0.3469095826148987,STDK_plus_QConvLSTM,-1.3082218170166016,-0.5023114085197449,0.3870512843132019
43,31,4,0.5594565868377686,STDK,-0.07948017120361328,0.3264417350292206,0.9755455255508423
43,31,4,0.5594565868377686,STDK_plus_QLSTM,-0.30764198303222656,0.5301817655563354,1.3797001838684082
43,31,4,0.5594565868377686,STDK_plus_QConvLSTM,-1.2172658443450928,-0.20965218544006348,0.6872622966766357
43,31,5,0.16648370027542114,STDK,-0.11812874674797058,0.2981632947921753,0.9597460627555847
43,31,5,0.16648370027542114,STDK_plus_QLSTM,-0.2879226803779602,0.5432313680648804,1.397608757019043
43,31,5,0.16648370027542114,STDK_plus_QConvLSTM,-0.9327378869056702,0.058210812509059906,0.8232848644256592
43,32,1,-0.0013642720878124237,STDK,-0.6543064117431641,-0.24634933471679688,0.3374174237251282
43,32,1,-0.0013642720878124237,STDK_plus_QLSTM,-0.9803502559661865,-0.20884475111961365,0.5150296688079834
43,32,1,-0.0013642720878124237,STDK_plus_QConvLSTM,-1.2455765008926392,-0.18933768570423126,0.6325806379318237
43,32,2,0.4521218538284302,STDK,-0.6258556246757507,-0.21971197426319122,0.3642485737800598
43,32,2,0.4521218538284302,STDK_plus_QLSTM,-0.862740159034729,-0.10284516215324402,0.6102350950241089
43,32,2,0.4521218538284302,STDK_plus_QConvLSTM,-1.0251575708389282,0.007707681506872177,0.8126408457756042
43,32,3,0.23407460749149323,STDK,-0.6088865995407104,-0.20045095682144165,0.3884611129760742
43,32,3,0.23407460749149323,STDK_plus_QLSTM,-0.7566490173339844,-0.008204430341720581,0.7048933506011963
43,32,3,0.23407460749149323,STDK_plus_QConvLSTM,-0.9742069244384766,0.0006019100546836853,0.8338800668716431
43,32,4,0.7012866139411926,STDK,-0.6258343458175659,-0.21094876527786255,0.3869711756706238
43,32,4,0.7012866139411926,STDK_plus_QLSTM,-0.6652742624282837,0.07643094658851624,0.805512547492981
43,32,4,0.7012866139411926,STDK_plus_QConvLSTM,-0.8720178604125977,0.029976021498441696,0.8673853874206543
43,32,5,1.1851747035980225,STDK,-0.7282160520553589,-0.30320990085601807,0.3058662414550781
43,32,5,1.1851747035980225,STDK_plus_QLSTM,-0.5909465551376343,0.15301337838172913,0.8994307518005371
43,32,5,1.1851747035980225,STDK_plus_QConvLSTM,-1.0672591924667358,-0.11835705488920212,0.7151567339897156
43,33,1,-0.13107527792453766,STDK,-0.47689956426620483,-0.07135505229234695,0.4628136157989502
43,33,1,-0.13107527792453766,STDK_plus_QLSTM,-0.8328938484191895,-0.004360027611255646,0.8801600933074951
43,33,1,-0.13107527792453766,STDK_plus_QConvLSTM,-1.696817398071289,-0.8499667048454285,0.040159523487091064
43,33,2,-0.025883160531520844,STDK,-0.6207442283630371,-0.21692964434623718,0.3172331750392914
