stage,trial,mean_q50_validation_rmse_scaled,std_q50_validation_rmse_scaled,QCONV_LR,QCONV_BATCH_SIZE,QCONV_EPOCHS,QCONV_PATIENCE,CONV_FILTERS,QCONV_WEIGHT_DECAY,GRID_SIZE,NEIGHBOURHOOD_RADIUS
capacity,0,0.6860183434861358,0.053525440408345115,0.0001,64,40,10,32,0.0,11,0.1
capacity,1,0.6930891869593909,0.06058502258268683,0.0001,64,40,10,32,1e-05,11,0.1
capacity,2,0.6753555769264808,0.054174766761672655,0.0001,64,40,10,64,0.0,11,0.1
capacity,3,0.6722029580473086,0.052689615736185746,0.0001,64,40,10,64,1e-05,11,0.1
