stage,trial,mean_q50_val_truth_rmse_scaled,std_q50_val_truth_rmse_scaled,QCONV_LR,QCONV_BATCH_SIZE,QCONV_EPOCHS,QCONV_PATIENCE,CONV_FILTERS,QCONV_WEIGHT_DECAY,GRID_SIZE,NEIGHBOURHOOD_RADIUS
capacity,0,0.6016948940276047,0.0073029395295289845,0.0001,5,25,5,32,0.0,5,0.3
capacity,1,0.6011186525247305,0.0075748424719340735,0.0001,5,25,5,32,1e-05,5,0.3
capacity,2,0.5985637092196711,0.007076511352949844,0.0001,5,25,5,64,0.0,5,0.3
capacity,3,0.5995340459876737,0.008051382132037155,0.0001,5,25,5,64,1e-05,5,0.3
capacity,4,0.590970430675101,0.002373357540883303,0.001,5,25,5,32,0.0,5,0.3
capacity,5,0.5890796126317415,0.0013830594373119287,0.001,5,25,5,32,1e-05,5,0.3
capacity,6,0.5930243777068451,0.0016644235409961627,0.001,5,25,5,64,0.0,5,0.3
capacity,7,0.5950461985263962,0.007600187723883212,0.001,5,25,5,64,1e-05,5,0.3
