scenario,target,space_split,n_train_space,n_unobs_space,n_target_space,model,alpha_obs,lambda_unobs,row_type,seed,RMSE,MSE,MAE,R2
space_extrap_fixed850,Target_Space100,100/400/100,100,400,100,SVGP,,,seed,41,3.169631,10.046559,2.453534,0.758599
space_extrap_fixed850,Target_Space100,100/400/100,100,400,100,SVGP,,,mean_std,mean +/- std,3.169631 +/- 0.000000,10.046559 +/- 0.000000,2.453534 +/- 0.000000,0.758599 +/- 0.000000
space_extrap_fixed850,Target_Space100,100/400/100,100,400,100,STDK,,,seed,41,5.369811,28.834875,4.174917,0.307148
space_extrap_fixed850,Target_Space100,100/400/100,100,400,100,STDK,,,mean_std,mean +/- std,5.369811 +/- 0.000000,28.834875 +/- 0.000000,4.174917 +/- 0.000000,0.307148 +/- 0.000000
space_extrap_fixed850,Target_Space100,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2.0,1.5,seed,41,3.095808,9.584029,2.241228,0.769712
space_extrap_fixed850,Target_Space100,100/400/100,100,400,100,DLINEAR + differentiable_FRK,2.0,1.5,mean_std,mean +/- std,3.095808 +/- 0.000000,9.584029 +/- 0.000000,2.241228 +/- 0.000000,0.769712 +/- 0.000000
