scenario,target,space_split,n_train_space,n_unobs_space,n_target_space,model,alpha_obs,lambda_unobs,row_type,seed,RMSE,MSE,MAE,R2
spatiotemp_100x150,Target_ST100x150,100/400/100,100,400,100,STDK,,,seed,42,4.487953,20.141724,3.598618,0.347533
spatiotemp_100x150,Target_ST100x150,100/400/100,100,400,100,STDK,,,mean_std,mean +/- std,4.487953 +/- 0.000000,20.141724 +/- 0.000000,3.598618 +/- 0.000000,0.347533 +/- 0.000000
spatiotemp_100x150,Target_ST100x150,100/400/100,100,400,100,STDK+NagQConvLSTM-truth(block5to5),,,seed,42,4.769627,22.749338,3.772415,0.263063
spatiotemp_100x150,Target_ST100x150,100/400/100,100,400,100,STDK+NagQConvLSTM-truth(block5to5),,,mean_std,mean +/- std,4.769627,22.749338,3.772415,0.263063
