stage,trial,mean_q50_validation_rmse_scaled,std_q50_validation_rmse_scaled,QCONV_LR,QCONV_BATCH_SIZE,QCONV_EPOCHS,QCONV_PATIENCE,CONV_FILTERS,QCONV_WEIGHT_DECAY,GRID_SIZE,NEIGHBOURHOOD_RADIUS
capacity,0,0.6896336221336861,0.036760027128444006,0.0001,64,40,10,32,0.0,11,0.1
capacity,1,0.6875197189894826,0.037988667680456556,0.0001,64,40,10,32,1e-05,11,0.1
capacity,2,0.6766114968194745,0.0324844309091894,0.0001,64,40,10,64,0.0,11,0.1
capacity,3,0.6826414375217077,0.030802427898040663,0.0001,64,40,10,64,1e-05,11,0.1
