stage,trial,mean_q50_validation_rmse_scaled,std_q50_validation_rmse_scaled,QCONV_LR,QCONV_BATCH_SIZE,QCONV_EPOCHS,QCONV_PATIENCE,CONV_FILTERS,QCONV_WEIGHT_DECAY,GRID_SIZE,NEIGHBOURHOOD_RADIUS
interface,0,0.6826311604837279,0.03368384047283318,0.0001,64,40,10,64,0.0,5,0.1
interface,1,0.6800443158758591,0.03434940833530109,0.0001,64,40,10,64,0.0,8,0.1
interface,2,0.6766114968194745,0.0324844309091894,0.0001,64,40,10,64,0.0,11,0.1
interface,3,0.6803209169439595,0.015101686218087607,0.0001,64,40,10,64,0.0,5,0.2
interface,4,0.6942638126708052,0.02226005679678994,0.0001,64,40,10,64,0.0,8,0.2
interface,5,0.692996038650056,0.025266675914175585,0.0001,64,40,10,64,0.0,11,0.2
interface,6,0.6861257966204503,0.019513869133185646,0.0001,64,40,10,64,0.0,5,0.3
interface,7,0.6909753508469091,0.024360763289263287,0.0001,64,40,10,64,0.0,8,0.3
interface,8,0.6990093691878383,0.030083815440812733,0.0001,64,40,10,64,0.0,11,0.3
