seed,target,model,RMSE,MSE,MAE,R2,MPIW_90,coverage_90
41,Target_Space100,fitted_stdk,4.788476008834399,22.929502487182617,3.7755544185638428,0.4490437845198739,13.51430892944336,0.9046470588235294
41,Target_Space100,STDK+location-specific-QConvLSTM,5.691370056079149,32.391693115234375,4.3969526290893555,0.22168372991634422,14.06953239440918,0.8448470588235294
